web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572918894-8734","https://www.zillow.com/homes/san-ramon-CA_rb/","","https://www.zillow.com/community/serena-at-gale-ranch/2091898907_zpid/","San Ramon, CA 94582","New construction","Lot #0042, Serena at Gale Ranch,","","","","","4","https://www.zillow.com/san-ramon-ca/4_p/","","","2,904","4","3.5","None","$1,433,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","9","8","10","{""targetDiv"":""gpt-ad-9d1cba95-b446-4e6e-9a3c-eb9dd6293805"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" S0TZI0"",""aamgnrc1"":""264 Zinnia Ct"",""bd"":""4"",""fsbid"":""830"",""city"":""San_Ramon"",""proptp"":""sfh"",""pid"":""2091898921"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2500-2999"",""price"":""1433995"",""sqft"":""2904"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/Serena-at-Gale-Ranch/Arcadia?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=451915&nhf_listing_type=plan&utm_term=plan_Arcadia&utm_campaign=San+Ramon%2FCA"",""state"":""CA"",""mlong"":""-121.918073"",""cnty"":""Sonoma"",""prange"":""1-1_499m"",""zip"":""94582"",""mlat"":""37.751206"",""plid"":""2117750"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISivned4tg9lkq0000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""830-808772"",""dma"":""37""}}","null","null","null","null"
"1572918891-8731","https://www.zillow.com/homes/san-ramon-CA_rb/","","https://www.zillow.com/community/lexington-at-gale-ranch/2082982967_zpid/","San Ramon, CA 94582","New construction","Lot #0099, Lexington at Gale Ranch,","","","","","4","https://www.zillow.com/san-ramon-ca/4_p/","","","3,325","4","5","None","$1,390,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","8","8","10","{""targetDiv"":""gpt-ad-dfa5066a-d6f2-48e2-9a48-6e90b5acb005"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" Y3BUHL"",""aamgnrc1"":""616 Thyme Way"",""bd"":""4"",""fsbid"":""830"",""city"":""San_Ramon"",""proptp"":""sfh"",""pid"":""2086786775"",""zestibuck"":""1-1_499m"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""3000-3499"",""price"":""1390995"",""sqft"":""3325"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/Lexington-at-Gale-Ranch/Camden-Elite"",""state"":""CA"",""mlong"":""-121.918759"",""cnty"":""Contra_Costa"",""prange"":""1-1_499m"",""zip"":""94582"",""mlat"":""37.758144"",""plid"":""17376116"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISesix82dan15e1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1345634"",""premieragent"":""no"",""builderChatId"":""830-808787"",""dma"":""37""}}","null","null","null","null"
"1572919782-9711","https://www.zillow.com/homes/san-ramon-CA_rb/","","https://www.zillow.com/homedetails/420-Canyon-Woods-Pl-APT-E-San-Ramon-CA-94582/2082160555_zpid/","San Ramon, CA 94582","For sale","420 Canyon Woods Pl APT E,","","","","","","","","","1,026","2","2","$589,003","$589,000","Condo","1986","Forced air","Central","Condo","$439/month","null","8","9","10","{""targetDiv"":""gpt-ad-efcd883e-ef97-4f46-b0cd-b62e5b55896f"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Apt E"",""aamgnrc1"":""420 Canyon Woods Pl"",""bd"":""2"",""fsbid"":""14106"",""city"":""San_Ramon"",""proptp"":""cnd"",""pid"":""2082160555"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""-6704930339517179573"",""sqftrange"":""1000-1499"",""price"":""589000"",""sqft"":""1026"",""posting_url"":""http://www.eastbaypro.com"",""mlong"":""-121.950817"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94582"",""mlat"":""37.765657"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3nu5vph9b5l71000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""1980-1989"",""zestimate"":""589003"",""premieragent"":""no""}}","null","null","null","null"
"1572919233-9088","https://www.zillow.com/homes/san-ramon-CA_rb/","","https://www.zillow.com/homedetails/18-Sassafras-San-Ramon-CA-94582/18456429_zpid/","San Ramon, CA 94582","For sale","18 Sassafras,","","","3","https://www.zillow.com/san-ramon-ca/3_p/","","","","","1,904","4","3","$855,002","$855,000","Condo","1995","Forced air","Central","Condo","$250/month","$3,590/mo","8","8","10","{""targetDiv"":""gpt-ad-a5b33ba7-4f00-43fb-b180-e8ac5c67645b"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""18 Sassafras"",""bd"":""4"",""fsbid"":""15050"",""city"":""San_Ramon"",""proptp"":""cnd"",""pid"":""18456429"",""lot"":""1"",""zestibuck"":""800-899k"",""listtp"":""buy_agent"",""zguidh"":""2144105752252341497"",""sqftrange"":""1500-1999"",""price"":""855000"",""sqft"":""1904"",""posting_url"":"""",""mlong"":""-121.928056"",""state"":""CA"",""park"":""yes"",""prange"":""800-899k"",""zip"":""94582"",""mlat"":""37.785523"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnmn3n731qmbl1000000000.jpg"",""zusr"":""true"",""price_band"":""z800"",""yrblt"":""1990-1999"",""zestimate"":""855002"",""premieragent"":""no""}}","null","null","null","null"
"1572918907-8745","https://www.zillow.com/homes/san-ramon-CA_rb/","","https://www.zillow.com/community/serena-at-gale-ranch/2084063592_zpid/","San Ramon, CA 94582","New construction","Lot #0183, Serena at Gale Ranch,","","","","","4","https://www.zillow.com/san-ramon-ca/4_p/","","","2,904","4","4","None","$1,433,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","8","8","10","{""targetDiv"":""gpt-ad-3e1ff17a-e2ab-4afb-89aa-cc160040d02e"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" S0TZI0"",""aamgnrc1"":""264 Zinnia Ct"",""bd"":""4"",""fsbid"":""830"",""city"":""San_Ramon"",""proptp"":""sfh"",""pid"":""2091898921"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2500-2999"",""price"":""1433995"",""sqft"":""2904"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/Serena-at-Gale-Ranch/Arcadia?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=451915&nhf_listing_type=plan&utm_term=plan_Arcadia&utm_campaign=San+Ramon%2FCA"",""state"":""CA"",""mlong"":""-121.918073"",""cnty"":""Contra_Costa"",""prange"":""1-1_499m"",""zip"":""94582"",""mlat"":""37.751206"",""plid"":""2117750"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISivned4tg9lkq0000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""830-808772"",""dma"":""37""}}","null","null","null","null"
"1572918940-8766","https://www.zillow.com/homes/san-ramon-CA_rb/","","https://www.zillow.com/homedetails/2837-Aptos-Way-San-Ramon-CA-94583/18448829_zpid/","San Ramon, CA 94583","Pre-foreclosure / auction","2837 Aptos Way,","","","","","4","https://www.zillow.com/san-ramon-ca/4_p/","","","null","4","null","$954,544","$954,544","Single Family","1978","Forced air","Other","Single Family","7,030 sqft","null","8","9","10","{""targetDiv"":""gpt-ad-5682e25a-b05d-4b4f-82e1-e289b1897bf3"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2837 Aptos Way"",""bd"":""4"",""city"":""San_Ramon"",""proptp"":""sfh"",""pid"":""18448829"",""lot"":""2"",""zestibuck"":""900-999k"",""listtp"":""buy_foreclosure"",""zguidh"":""4772113933222560250"",""sqftrange"":""1500-1999"",""price"":""984066"",""sqft"":""1976"",""posting_url"":"""",""mlong"":""-121.954118"",""state"":""CA"",""park"":""yes"",""prange"":""900-999k"",""zip"":""94583"",""mlat"":""37.748728"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISircv7122xair1000000000.jpg"",""zusr"":""true"",""price_band"":""z900"",""yrblt"":""1970-1979"",""zestimate"":""984066"",""premieragent"":""no""}}","null","null","null","null"
"1572919110-8959","https://www.zillow.com/homes/san-ramon-CA_rb/","","https://www.zillow.com/homedetails/4171-Reedland-Cir-San-Ramon-CA-94582/18456078_zpid/","San Ramon, CA 94582","For sale","4171 Reedland Cir,","","","3","https://www.zillow.com/san-ramon-ca/3_p/","","","","","3,471","4","3","$1,303,451","$1,328,000","Single Family","1995","Forced air","Central","Single Family","4,534 sqft","null","8","8","10","{""targetDiv"":""gpt-ad-f08dfeff-0b5c-49f8-982e-1bc571702273"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""4171 Reedland Cir"",""bd"":""4"",""fsbid"":""14106"",""city"":""San_Ramon"",""proptp"":""sfh"",""pid"":""18456078"",""lot"":""1"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""4239275425229912458"",""sqftrange"":""3000-3499"",""price"":""1328000"",""sqft"":""3471"",""posting_url"":"""",""mlong"":""-121.927679"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""94582"",""mlat"":""37.790886"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISj3egy0zlmlf40000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""1990-1999"",""zestimate"":""1303451"",""premieragent"":""no""}}","null","null","null","null"
"1572919535-9434","https://www.zillow.com/homes/san-ramon-CA_rb/","","https://www.zillow.com/homedetails/345-Cascade-Fir-Ln-Lake-Almanor-West-CA-94583/2082331568_zpid/","Lake Almanor West, CA 94583","Lot/land","345 Cascade Fir Ln,","","","","","","","","","null","0.26 acres","null","None","$57,500","null","null","null","null","null","null","null","8","9","10","{""targetDiv"":""gpt-ad-f6fd4166-2cde-49fb-aeb2-1d3e28bce046"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94583"",""aamgnrc1"":""345 Cascade Fir Ln"",""mlat"":""37.766549"",""bd"":""0"",""fsbid"":""14253"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7ih3m340pjon1000000000.jpg"",""zusr"":""true"",""city"":""Lake_Almanor_West"",""proptp"":""lot"",""pid"":""2082331568"",""lot"":""3"",""listtp"":""buy_agent"",""zguidh"":""-2366211060713129834"",""premieragent"":""no"",""price"":""57500"",""posting_url"":"""",""mlong"":""-121.990183"",""state"":""CA"",""prange"":""0-100k""}}","null","null","null","null"
"1572919334-9200","https://www.zillow.com/homes/san-ramon-CA_rb/","","https://www.zillow.com/homedetails/3005-Montbretia-Way-San-Ramon-CA-94582/119676114_zpid/","San Ramon, CA 94582","For sale","3005 Montbretia Way,","2","https://www.zillow.com/san-ramon-ca/2_p/","","","","","","","3,243","4","4","$1,667,912","$1,699,999","Single Family","2016","Forced air","Central","Single Family","9,008 sqft","null","8","8","10","{""targetDiv"":""gpt-ad-83639e7f-2ce6-432a-900c-39f0f04d6a6b"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""3005 Montbretia Way"",""bd"":""4"",""fsbid"":""13698"",""city"":""San_Ramon"",""proptp"":""sfh"",""pid"":""119676114"",""lot"":""2"",""zestibuck"":""1_5-1_999m"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""4111698124674467296"",""sqftrange"":""3000-3499"",""price"":""1699999"",""sqft"":""3243"",""posting_url"":"""",""mlong"":""-121.912663"",""state"":""CA"",""park"":""yes"",""prange"":""1_5-1_999m"",""zip"":""94582"",""mlat"":""37.778529"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfsyliauv3g1k0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1667912"",""premieragent"":""no""}}","null","null","null","null"
"1572919561-9459","https://www.zillow.com/homes/san-ramon-CA_rb/","","https://www.zillow.com/homedetails/9640-Alcosta-Blvd-San-Ramon-CA-94583/18445985_zpid/","San Ramon, CA 94583","Pre-foreclosure","9640 Alcosta Blvd,","","","","","","","","","null","4","null","$1,765,318","$1,765,318","Single Family","2001","No Data","No Data","Single Family","0.38 acres","null","8","9","10","{""targetDiv"":""gpt-ad-da793c02-4646-4d86-9cf2-eb9c34ed02d0"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""9640 Alcosta Blvd"",""bd"":""4"",""city"":""San_Ramon"",""proptp"":""sfh"",""pid"":""18445985"",""lot"":""3"",""zestibuck"":""1_5-1_999m"",""listtp"":""buy_foreclosure"",""zguidh"":""-4832510067816219973"",""sqftrange"":""3500-3999"",""price"":""1819916"",""sqft"":""3814"",""posting_url"":"""",""mlong"":""-121.927556"",""state"":""CA"",""park"":""yes"",""prange"":""1_5-1_999m"",""zip"":""94583"",""mlat"":""37.740906"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2000-2009"",""zestimate"":""1819916"",""premieragent"":""no""}}","null","null","null","null"
"1572919054-8889","https://www.zillow.com/homes/san-ramon-CA_rb/","","https://www.zillow.com/homedetails/469-Carillo-Ct-San-Ramon-CA-94583/18440721_zpid/","San Ramon, CA 94583","For sale","469 Carillo Ct,","","","3","https://www.zillow.com/san-ramon-ca/3_p/","","","","","1,064","2","2","$542,463","$549,000","Condo","1970","Gas","Central","Condo","$360/month","null","8","9","10","{""targetDiv"":""gpt-ad-ccdf6ab9-271d-492d-b639-9fbd4d0ed058"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""469 Carillo Ct"",""bd"":""2"",""fsbid"":""15263"",""city"":""San_Ramon"",""proptp"":""cnd"",""pid"":""18440721"",""lot"":""1"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""8389786985374145366"",""sqftrange"":""1000-1499"",""price"":""549000"",""sqft"":""1064"",""posting_url"":"""",""mlong"":""-121.980208"",""state"":""CA"",""prange"":""500-599k"",""zip"":""94583"",""mlat"":""37.77252"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISb5mp5b1e2ia60000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""1970-1979"",""zestimate"":""542463"",""premieragent"":""no""}}","null","null","null","null"
"1572918904-8741","https://www.zillow.com/homes/san-ramon-CA_rb/","","https://www.zillow.com/community/lexington-at-gale-ranch/2086786765_zpid/","San Ramon, CA 94582","New construction","Lot #0039, Lexington at Gale Ranch,","","","","","4","https://www.zillow.com/san-ramon-ca/4_p/","","","2,846","4","4","None","$1,370,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","8","8","10","{""targetDiv"":""gpt-ad-1dde2ff6-b799-4e89-8bef-3a289bed042d"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 6XX3SV"",""aamgnrc1"":""616 Thyme Way"",""bd"":""4"",""fsbid"":""830"",""city"":""San_Ramon"",""proptp"":""sfh"",""pid"":""2086786780"",""zestibuck"":""1-1_499m"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2500-2999"",""price"":""1370995"",""sqft"":""2846"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/Lexington-at-Gale-Ranch/Mariposa"",""state"":""CA"",""mlong"":""-121.918759"",""cnty"":""Contra_Costa"",""prange"":""1-1_499m"",""zip"":""94582"",""mlat"":""37.758144"",""plid"":""17376116"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISijqkmpuco16e1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1326920"",""premieragent"":""no"",""builderChatId"":""830-808787"",""dma"":""37""}}","null","null","null","null"
"1572919772-9697","https://www.zillow.com/homes/san-ramon-CA_rb/","","https://www.zillow.com/homedetails/6064-Hedgecrest-Cir-San-Ramon-CA-94582/18462155_zpid/","San Ramon, CA 94582","For sale","6064 Hedgecrest Cir,","","","","","","","","","1,888","3","2","$1,107,343","$1,099,000","Single Family","1998","Forced air","Central","Single Family","6,128 sqft","$3,800/mo","8","8","10","{""targetDiv"":""gpt-ad-dc323f56-c5c7-43b7-b928-7c071f10ebb4"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""6064 Hedgecrest Cir"",""bd"":""3"",""fsbid"":""14106"",""city"":""San_Ramon"",""proptp"":""sfh"",""pid"":""18462155"",""lot"":""2"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""-2008650998400721215"",""sqftrange"":""1500-1999"",""price"":""1099000"",""sqft"":""1888"",""posting_url"":""http://www.FrazzanoTeam.com"",""mlong"":""-121.933477"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""94582"",""mlat"":""37.772565"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISbphbjzf2mwnr0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""1990-1999"",""zestimate"":""1107343"",""premieragent"":""no""}}","null","null","null","null"
"1572919402-9279","https://www.zillow.com/homes/san-ramon-CA_rb/","","https://www.zillow.com/homedetails/1099-Hawkshead-Cir-San-Ramon-CA-94583/95449454_zpid/","San Ramon, CA 94583","For sale","1099 Hawkshead Cir,","2","https://www.zillow.com/san-ramon-ca/2_p/","","","","","","","5,800","6","7","$2,531,993","$2,650,000","Single Family","2012","Forced air","Central","Single Family","0.79 acres","$5,895/mo","9","9","10","{""targetDiv"":""gpt-ad-38d53aab-6691-4257-afb4-1adce3b2483a"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1099 Hawkshead Cir"",""bd"":""6"",""fsbid"":""14311"",""city"":""San_Ramon"",""proptp"":""sfh"",""pid"":""95449454"",""lot"":""5"",""zestibuck"":""2_5-2_999m"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""6775950692007868533"",""sqftrange"":""5000-5999"",""price"":""2650000"",""sqft"":""5800"",""posting_url"":"""",""mlong"":""-121.983707"",""state"":""CA"",""park"":""yes"",""prange"":""2_5-2_999m"",""zip"":""94583"",""mlat"":""37.740523"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISni0n3yrlz7ik1000000000.jpg"",""zusr"":""true"",""price_band"":""z2m"",""yrblt"":""2010-2019"",""zestimate"":""2531993"",""premieragent"":""no""}}","null","null","null","null"
"1572919666-9584","https://www.zillow.com/homes/san-ramon-CA_rb/","","https://www.zillow.com/homedetails/305-Arrowleaf-St-San-Ramon-CA-94582/2084063595_zpid/","San Ramon, CA 94582","New construction","305 Arrowleaf St,","","","","","","","","","2,904","4","4","$1,531,038","$1,537,930","Single Family","2019","No Data","No Data","Single Family","No Data","null","8","8","10","{""targetDiv"":""gpt-ad-530b5656-949b-4a87-9798-e17635482a4e"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""305 Arrowleaf St"",""bd"":""4"",""fsbid"":""830"",""city"":""San_Ramon"",""proptp"":""sfh"",""pid"":""2084063595"",""zestibuck"":""1_5-1_999m"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2500-2999"",""price"":""1537930"",""sqft"":""2904"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/Serena-at-Gale-Ranch/QDH/249171"",""state"":""CA"",""mlong"":""-121.918779"",""cnty"":""Contra_Costa"",""prange"":""1_5-1_999m"",""zip"":""94582"",""mlat"":""37.755682"",""plid"":""2117750"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISb9tdg6c4absf1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1531038"",""premieragent"":""no"",""builderChatId"":""830-808772"",""dma"":""37""}}","null","null","null","null"
"1572919551-9449","https://www.zillow.com/homes/san-ramon-CA_rb/","","https://www.zillow.com/homedetails/508-Morning-Glory-Ct-San-Ramon-CA-94582/18456192_zpid/","San Ramon, CA 94582","For sale","508 Morning Glory Ct,","","","","","","","","","2,565","4","3","$1,374,756","$1,380,000","Single Family","1995","Forced air","Central","Single Family","6,751 sqft","$4,810/mo","8","8","10","{""targetDiv"":""gpt-ad-1cde9657-2aad-4c28-8981-a57be6836ff6"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""508 Morning Glory Ct"",""bd"":""4"",""fsbid"":""15463"",""city"":""San_Ramon"",""proptp"":""sfh"",""pid"":""18456192"",""lot"":""2"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""2825234650781593306"",""sqftrange"":""2500-2999"",""price"":""1380000"",""sqft"":""2565"",""posting_url"":"""",""mlong"":""-121.920665"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""94582"",""mlat"":""37.785138"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzjhmb05tt64j0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""1990-1999"",""zestimate"":""1374756"",""premieragent"":""no""}}","null","null","null","null"
"1572919418-9294","https://www.zillow.com/homes/san-ramon-CA_rb/","","https://www.zillow.com/homedetails/3023-Oakham-Dr-San-Ramon-CA-94583/18448431_zpid/","San Ramon, CA 94583","For sale","3023 Oakham Dr,","2","https://www.zillow.com/san-ramon-ca/2_p/","","","","","","","2,804","4","3","$1,194,301","$1,199,000","Single Family","1976","Forced air","Central","Single Family","0.31 acres","$4,066/mo","8","9","10","{""targetDiv"":""gpt-ad-222d73e0-12e4-4dac-ab2c-8d7d8bfbe2cb"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""3023 Oakham Dr"",""bd"":""4"",""fsbid"":""14106"",""city"":""San_Ramon"",""proptp"":""sfh"",""pid"":""18448431"",""lot"":""3"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""5460574178898735832"",""sqftrange"":""2500-2999"",""price"":""1199000"",""sqft"":""2804"",""posting_url"":"""",""mlong"":""-121.95264"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""94583"",""mlat"":""37.753047"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrhijtbde636q0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""1970-1979"",""zestimate"":""1194301"",""premieragent"":""no""}}","null","null","null","null"
"1572919219-9072","https://www.zillow.com/homes/san-ramon-CA_rb/","","https://www.zillow.com/homedetails/496-Bridle-Ct-San-Ramon-CA-94582/82857945_zpid/","San Ramon, CA 94582","For sale","496 Bridle Ct,","","","3","https://www.zillow.com/san-ramon-ca/3_p/","","","","","5,408","6","6","null","$2,188,000","Single Family","2007","Forced air","Central","Single Family","0.33 acres","$7,995/mo","8","9","10","{""targetDiv"":""gpt-ad-bb62937b-68b2-4ef5-bc22-34c69209717c"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""496 Bridle Ct"",""bd"":""6"",""fsbid"":""2877"",""city"":""San_Ramon"",""proptp"":""sfh"",""pid"":""82857945"",""lot"":""3"",""zestibuck"":""2-2_499m"",""listtp"":""buy_agent"",""zguidh"":""-6011779691618634749"",""sqftrange"":""5000-5999"",""price"":""2188000"",""sqft"":""5408"",""posting_url"":""http://www.coldwellbanker.com/listingdetail/CBQZ2MLK/"",""mlong"":""-121.927293"",""state"":""CA"",""park"":""yes"",""prange"":""2-2_499m"",""zip"":""94582"",""mlat"":""37.743907"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISf4o9rw2gmomu0000000000.jpg"",""zusr"":""true"",""price_band"":""z2m"",""yrblt"":""2000-2009"",""zestimate"":""2115547"",""premieragent"":""no""}}","null","null","null","null"
"1572918862-8702","https://www.zillow.com/homes/san-ramon-CA_rb/","","https://www.zillow.com/homedetails/9005-Alcosta-Blvd-APT-191-San-Ramon-CA-94583/18445892_zpid/","San Ramon, CA 94583","For sale by owner","9005 Alcosta Blvd APT 191,","","","","","","","5","https://www.zillow.com/san-ramon-ca/5_p/","1,230","2","3","$484,579","$485,000","Townhouse","1971","Wall","Wall","Townhouse","666 sqft","$2,650/mo","9","9","10","No Data","null","null","null","null"
