web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572900798-1743","https://www.zillow.com/homes/martinez-CA_rb/","","https://www.zillow.com/homedetails/2830-Rose-St-Martinez-CA-94553/18491276_zpid/","Martinez, CA 94553","For sale","2830 Rose St,","","","","","916","2","1","$450,000","$450,000","Single Family","1940","Forced air","None","Single Family","5,227 sqft","null","3","6","7","{""targetDiv"":""gpt-ad-915f95f8-6bcf-4de5-ab80-fb74cc37865c"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2830 Rose St"",""bd"":""2"",""fsbid"":""14106"",""city"":""Martinez"",""proptp"":""sfh"",""pid"":""18491276"",""lot"":""1"",""zestibuck"":""450-499k"",""listtp"":""buy_agent"",""zguidh"":""-1909445993437273373"",""sqftrange"":""500-999"",""price"":""450000"",""sqft"":""916"",""posting_url"":""http://www.HUSGO.com"",""mlong"":""-122.114143"",""state"":""CA"",""park"":""yes"",""prange"":""450-499k"",""zip"":""94553"",""mlat"":""38.010753"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7ardudwi8aj10000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1940-1959"",""zestimate"":""450000"",""premieragent"":""no""}}","null","null","null","null"
"1572900466-1397","https://www.zillow.com/homes/martinez-CA_rb/","","https://www.zillow.com/homedetails/325-Sunnyslopes-Dr-Martinez-CA-94553/18398543_zpid/","Martinez, CA 94553","Pre-foreclosure","325 Sunnyslopes Dr,","2","https://www.zillow.com/martinez-ca/2_p/","","","null","4","null","$644,176","$644,176","Single Family","1975","Other","No Data","Single Family","7,000 sqft","null","9","6","7","{""targetDiv"":""gpt-ad-03cc9922-2793-4250-9341-a7c4c4713ac4"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""325 Sunnyslopes Dr"",""bd"":""4"",""city"":""Martinez"",""proptp"":""sfh"",""pid"":""18398543"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_foreclosure"",""zguidh"":""5339831955105540862"",""sqftrange"":""1500-1999"",""price"":""664099"",""sqft"":""1564"",""posting_url"":"""",""mlong"":""-122.097311"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94553"",""mlat"":""37.999092"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""1970-1979"",""zestimate"":""664099"",""premieragent"":""no""}}","null","null","null","null"
"1572900473-1403","https://www.zillow.com/homes/martinez-CA_rb/","","https://www.zillow.com/homedetails/2909-Merle-Ave-Martinez-CA-94553/18491578_zpid/","Martinez, CA 94553","Pre-foreclosure","2909 Merle Ave,","2","https://www.zillow.com/martinez-ca/2_p/","","","null","3","null","$467,734","$467,734","Single Family","1953","No Data","No Data","Single Family","5,323 sqft","null","9","6","7","{""targetDiv"":""gpt-ad-6ddd86b7-c5e6-477c-ac43-d356b6528bf6"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2909 Merle Ave"",""bd"":""3"",""city"":""Martinez"",""proptp"":""sfh"",""pid"":""18491578"",""lot"":""1"",""zestibuck"":""450-499k"",""listtp"":""buy_foreclosure"",""zguidh"":""2116219618038418979"",""sqftrange"":""1000-1499"",""price"":""425000"",""sqft"":""1166"",""posting_url"":"""",""mlong"":""-122.113368"",""state"":""CA"",""park"":""yes"",""prange"":""400-449k"",""zip"":""94553"",""mlat"":""38.006616"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1940-1959"",""zestimate"":""482201"",""premieragent"":""no""}}","null","null","null","null"
"1572900492-1422","https://www.zillow.com/homes/martinez-CA_rb/","","https://www.zillow.com/homedetails/4808-Blum-Rd-APT-2-Martinez-CA-94553/18398227_zpid/","Martinez, CA 94553","Pre-foreclosure","4808 Blum Rd APT 2,","2","https://www.zillow.com/martinez-ca/2_p/","","","null","2","null","$262,819","$262,819","Condo","1973","Forced air","Other","Condo","No Data","null","3","6","7","{""targetDiv"":""gpt-ad-a7da064d-c59d-47fc-8a82-133ff75734f0"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Apt 2"",""zip"":""94553"",""aamgnrc1"":""4808 Blum Rd"",""mlat"":""37.999097"",""bd"":""2"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISyztuiif9fhls1000000000.jpg"",""zusr"":""true"",""city"":""Martinez"",""proptp"":""cnd"",""pid"":""18398227"",""price_band"":""z200"",""yrblt"":""1970-1979"",""zestimate"":""270948"",""zestibuck"":""250-299k"",""listtp"":""buy_foreclosure"",""zguidh"":""5878026460002463390"",""premieragent"":""no"",""sqftrange"":""500-999"",""price"":""270948"",""sqft"":""763"",""posting_url"":"""",""mlong"":""-122.074507"",""state"":""CA"",""prange"":""250-299k""}}","null","null","null","null"
"1572900729-1661","https://www.zillow.com/homes/martinez-CA_rb/","","https://www.zillow.com/homedetails/1425-Hull-Ln-Martinez-CA-94553/18401145_zpid/","Martinez, CA 94553","For sale","1425 Hull Ln,","","","","","1,030","2","2","$400,001","$400,000","Condo","1981","Forced air","Central","Condo","$420/month","null","9","6","7","{""targetDiv"":""gpt-ad-fc1e2728-cbd4-4b05-af88-5c570cd16b5d"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1425 Hull Ln"",""bd"":""2"",""fsbid"":""15263"",""city"":""Martinez"",""proptp"":""cnd"",""pid"":""18401145"",""zestibuck"":""400-449k"",""listtp"":""buy_agent"",""zguidh"":""7618219656112503505"",""sqftrange"":""1000-1499"",""price"":""400000"",""sqft"":""1030"",""posting_url"":""http://rick@realtorrick.biz"",""mlong"":""-122.106701"",""state"":""CA"",""park"":""yes"",""prange"":""400-449k"",""zip"":""94553"",""mlat"":""37.992833"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrhyryl0rk2151000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1980-1989"",""zestimate"":""400001"",""premieragent"":""no""}}","null","null","null","null"
"1572900636-1553","https://www.zillow.com/homes/martinez-CA_rb/","","https://www.zillow.com/homedetails/1140-Maywood-Ln-Martinez-CA-94553/18399510_zpid/","Martinez, CA 94553","For sale","1140 Maywood Ln,","","","","","986","2","1","$389,003","$389,000","Condo","1984","Forced air","Central","Condo","$500/month","null","6","6","9","{""targetDiv"":""gpt-ad-7c43af0f-2e39-42ab-a56e-47c18b41ba55"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1140 Maywood Ln"",""bd"":""2"",""fsbid"":""14106"",""city"":""Martinez"",""proptp"":""cnd"",""pid"":""18399510"",""lot"":""1"",""zestibuck"":""350-399k"",""listtp"":""buy_agent"",""zguidh"":""-5587811307962862273"",""sqftrange"":""500-999"",""price"":""389000"",""sqft"":""986"",""posting_url"":"""",""mlong"":""-122.098188"",""state"":""CA"",""park"":""yes"",""prange"":""350-399k"",""zip"":""94553"",""mlat"":""37.995234"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISz31n06k0a8w40000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""1980-1989"",""zestimate"":""389003"",""premieragent"":""no""}}","null","null","null","null"
"1572900655-1572","https://www.zillow.com/homes/martinez-CA_rb/","","https://www.zillow.com/homedetails/619-Center-Ave-Martinez-CA-94553/18401286_zpid/","Martinez, CA 94553","For sale","619 Center Ave,","","","","","890","2","1","$363,889","$364,999","Condo","1981","Other","Central","Condo","$429/month","$2,100/mo","6","6","7","{""targetDiv"":""gpt-ad-59fb0748-f7e7-4805-ade0-0ea9e5ccff70"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94553"",""aamgnrc1"":""619 Center Ave"",""mlat"":""37.992188"",""bd"":""2"",""fsbid"":""13599"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7qfrlwo12jh71000000000.jpg"",""zusr"":""true"",""city"":""Martinez"",""proptp"":""cnd"",""pid"":""18401286"",""price_band"":""z300"",""yrblt"":""1980-1989"",""zestimate"":""363889"",""zestibuck"":""350-399k"",""listtp"":""buy_agent"",""zguidh"":""2792943072588765861"",""premieragent"":""no"",""sqftrange"":""500-999"",""price"":""364999"",""sqft"":""890"",""posting_url"":""https://www.bhhs.com/drysdaleproperties-ca326/ca/619-center-avenue-martinez-94553/pid-2188063232?lead=MemberKey%3D386557%26LeadBrand%3D11413101711000010000"",""mlong"":""-122.117873"",""state"":""CA"",""prange"":""350-399k""}}","null","null","null","null"
"1572900483-1413","https://www.zillow.com/homes/martinez-CA_rb/","","https://www.zillow.com/homedetails/1411-Hull-Ln-Martinez-CA-94553/18401163_zpid/","Martinez, CA 94553","Pre-foreclosure","1411 Hull Ln,","2","https://www.zillow.com/martinez-ca/2_p/","","","null","3","null","$376,835","$376,835","Condo","1981","Forced air","Central","Condo","$420/month","null","9","6","7","{""targetDiv"":""gpt-ad-2e6e6d93-be35-4f64-8f74-f71abd4e6389"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94553"",""aamgnrc1"":""1411 Hull Ln"",""mlat"":""37.992667"",""bd"":""3"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS-4gzoj234nfbx.jpg"",""zusr"":""true"",""city"":""Martinez"",""proptp"":""cnd"",""pid"":""18401163"",""price_band"":""z300"",""yrblt"":""1980-1989"",""zestimate"":""388490"",""zestibuck"":""350-399k"",""listtp"":""buy_foreclosure"",""zguidh"":""5537578464769455802"",""premieragent"":""no"",""sqftrange"":""1000-1499"",""price"":""388490"",""sqft"":""1168"",""posting_url"":"""",""mlong"":""-122.107118"",""state"":""CA"",""park"":""yes"",""prange"":""350-399k""}}","null","null","null","null"
"1572900476-1407","https://www.zillow.com/homes/martinez-CA_rb/","","https://www.zillow.com/homedetails/2235-Spring-Lake-Dr-Martinez-CA-94553/18396990_zpid/","Martinez, CA 94553","Pre-foreclosure","2235 Spring Lake Dr,","2","https://www.zillow.com/martinez-ca/2_p/","","","null","3","null","$607,016","$607,016","Single Family","1975","No Data","Central","Single Family","5,600 sqft","null","6","6","9","{""targetDiv"":""gpt-ad-dfb276ba-282e-41df-980d-107f1d73ed3d"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2235 Spring Lake Dr"",""bd"":""3"",""city"":""Martinez"",""proptp"":""sfh"",""pid"":""18396990"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_foreclosure"",""zguidh"":""-49462729972476081"",""sqftrange"":""1500-1999"",""price"":""625790"",""sqft"":""1550"",""posting_url"":"""",""mlong"":""-122.081841"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94553"",""mlat"":""37.982601"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""1970-1979"",""zestimate"":""625790"",""premieragent"":""no""}}","null","null","null","null"
"1572900814-1756","https://www.zillow.com/homes/martinez-CA_rb/","","https://www.zillow.com/homedetails/3940-Alhambra-Way-Martinez-CA-94553/18488830_zpid/","Martinez, CA 94553","For sale","3940 Alhambra Way,","","","","","2,311","4","3","$760,032","$879,000","Single Family","1993","Forced air","Central","Single Family","0.38 acres","$3,100/mo","6","6","7","{""targetDiv"":""gpt-ad-6005bd68-6b24-4f9d-883f-51da3998a45f"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""3940 Alhambra Way"",""bd"":""4"",""fsbid"":""14106"",""city"":""Martinez"",""proptp"":""sfh"",""pid"":""18488830"",""lot"":""3"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""-4843793260572282160"",""sqftrange"":""2000-2499"",""price"":""879000"",""oh"":""yes"",""sqft"":""2311"",""posting_url"":"""",""mlong"":""-122.129727"",""state"":""CA"",""park"":""yes"",""prange"":""800-899k"",""zip"":""94553"",""mlat"":""37.995338"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrhqh1z5kpfzt0000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""1990-1999"",""zestimate"":""760032"",""premieragent"":""no""}}","null","null","null","null"
