web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572904394-884","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/35-El-Camino-Ave-San-Rafael-CA-94901/19244332_zpid/","San Rafael, CA 94901","Pre-foreclosure","35 El Camino Ave,","","","","","4","https://www.zillow.com/san-rafael-ca/4_p/","2,100","3","3","$951,547","$951,547","Single Family","1939","Forced air","Central","1 space","5,670 sqft","null","9","4","6","null","Built up","null","null","$6,821"
"1572904942-1064","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/3642-Kerner-Blvd-San-Rafael-CA-94901/19242576_zpid/","San Rafael, CA 94901","Pre-foreclosure / auction","3642 Kerner Blvd,","","","3","https://www.zillow.com/san-rafael-ca/3_p/","","","840","2","1","$277,872","$277,872","Condo","1973","Other","No Data","No Data","$395/month","null","1","4","6","null","No","null","null","$4,100"
"1572907766-1310","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/8-Circle-Rd-San-Rafael-CA-94903/19302401_zpid/","San Rafael, CA 94903","For sale","8 Circle Rd,","2","https://www.zillow.com/san-rafael-ca/2_p/","","","","","6,005","7","5","$3,036,833","$3,125,000","Single Family","2002","Other","No Data","2 spaces","1.15 acres","$10,432/mo","8","7","6","null","Other","null","null","$26,961"
"1572904507-921","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/315-Mesa-Verde-Way-San-Rafael-CA-94903/2141131407_zpid/","San Rafael, CA 94903","For sale","315 Mesa Verde Way,","","","3","https://www.zillow.com/san-rafael-ca/3_p/","","","1,080","3","2","$259,774","$265,000","Mobile / Manufactured","1974","No Data","No Data","No Data","$245","$3,400/mo","7","7","6","null","Composition","null","null","null"
"1572904538-931","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/67-Mount-Tallac-Ct-San-Rafael-CA-94903/19294947_zpid/","San Rafael, CA 94903","Pre-foreclosure / auction","67 Mount Tallac Ct,","","","3","https://www.zillow.com/san-rafael-ca/3_p/","","","null","4","null","$959,981","$959,981","Single Family","1970","Other","No Data","2 spaces","6,901 sqft","null","9","7","6","null","No","null","null","$6,128"
"1572907831-1334","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/48-Inverness-Dr-San-Rafael-CA-94901/68046081_zpid/","San Rafael, CA 94901","For sale","48 Inverness Dr,","2","https://www.zillow.com/san-rafael-ca/2_p/","","","","","3,447","4","3","null","$2,439,000","Single Family","1998","Forced air","Central","3 spaces","0.77 acres","$8,267/mo","2","4","6","null","Composition","null","null","$19,082"
"1572908358-1473","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/105-Graceland-Dr-San-Rafael-CA-94901/19244776_zpid/","San Rafael, CA 94901","For sale","105 Graceland Dr,","2","https://www.zillow.com/san-rafael-ca/2_p/","","","","","2,139","4","3","null","$1,198,000","Single Family","1965","Other","No Data","2 spaces","10,201 sqft","$4,950/mo","5","4","6","null","Built up","null","null","$11,047"
"1572908754-1601","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/618-Tanbark-Ter-San-Rafael-CA-94903/19298820_zpid/","San Rafael, CA 94903","For sale","618 Tanbark Ter,","","","","","","","1,526","3","2","null","$1,199,000","Single Family","1961","Other","No Data","6 spaces","0.25 acres","$4,800/mo","8","7","6","null","Other","null","null","$15,332"
"1572907492-1222","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/296-Margarita-Dr-San-Rafael-CA-94901/19305807_zpid/","San Rafael, CA 94901","For sale","296 Margarita Dr,","2","https://www.zillow.com/san-rafael-ca/2_p/","","","","","5,155","5","5","null","$4,695,000","Single Family","1991","Forced air","None","3 spaces","1.04 acres","$15,762/mo","5","4","6","null","Tile","null","null","$21,278"
"1572908878-1637","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/119-Terrace-Ave-San-Rafael-CA-94901/19245241_zpid/","San Rafael, CA 94901","For sale","119 Terrace Ave,","","","","","","","1,568","3","1","$1,180,174","$1,150,000","Single Family","1951","Other","No Data","2 spaces","7,840 sqft","$4,495/mo","9","8","9","null","No","null","null","$2,790"
"1572904528-927","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/1370-Grand-Ave-San-Rafael-CA-94901/19246872_zpid/","San Rafael, CA 94901","Pre-foreclosure","1370 Grand Ave,","","","3","https://www.zillow.com/san-rafael-ca/3_p/","","","2,434","3","3","$972,181","$972,181","Single Family","1969","Other","Central","4 spaces","7,405 sqft","null","5","4","6","null","Composition","null","null","$14,734"
"1572907511-1228","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/0-Drive-UPPR-FREMONT-San-Rafael-CA-94901/2101824263_zpid/","San Rafael, CA 94901","Lot/land","0 Drive UPPR FREMONT,","2","https://www.zillow.com/san-rafael-ca/2_p/","","","","","null","0.25 acres","null","null","$99,500","null","null","null","null","null","null","$2,450/mo","9","4","6","null","Partial","null","City, Elec TBD","null"
"1572904166-797","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/86-Fair-Dr-San-Rafael-CA-94901/300027334_zpid/","San Rafael, CA 94901","For sale","86 Fair Dr,","","","","","4","https://www.zillow.com/san-rafael-ca/4_p/","2,828","4","5","null","$1,498,000","Single Family","2019","Other","No Data","5 spaces","8,563 sqft","$6,495/mo","5","4","6","null","Composition","null","null","$14,285"
"1572908948-1657","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/625-Montecillo-Rd-San-Rafael-CA-94903/19301888_zpid/","San Rafael, CA 94903","For sale","625 Montecillo Rd,","","","","","","","1,819","4","2","null","$1,049,000","Single Family","1955","Baseboard","No Data","2 spaces","9,147 sqft","$4,300/mo","8","7","6","null","No","null","null","$3,184"
"1572904665-969","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/18-Falmouth-Cv-San-Rafael-CA-94901/19242458_zpid/","San Rafael, CA 94901","Foreclosed","18 Falmouth Cv,","","","3","https://www.zillow.com/san-rafael-ca/3_p/","","","1,873","3","2","$624,688","$624,688","Single Family","1982","Other","No Data","2 spaces","5,662 sqft","null","1","4","6","null","No","null","null","$10,970"
"1572904124-782","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/180-Montecito-Rd-San-Rafael-CA-94901/19248070_zpid/","San Rafael, CA 94901","Pre-foreclosure / auction","180 Montecito Rd,","","","","","4","https://www.zillow.com/san-rafael-ca/4_p/","null","4","null","$1,301,089","$1,301,089","Single Family","1949","Other","No Data","No Data","0.46 acres","null","5","4","6","null","No","null","null","$21,520"
"1572904466-908","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/100-Thorndale-Dr-APT-206-San-Rafael-CA-94903/19299855_zpid/","San Rafael, CA 94903","Pre-foreclosure","100 Thorndale Dr APT 206,","","","","","4","https://www.zillow.com/san-rafael-ca/4_p/","null","1","null","$214,935","$214,935","Single Family","1985","Other","No Data","2 spaces","651 sqft","null","8","7","6","null","No","null","null","$4,022"
"1572908225-1463","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/22-Fairfax-St-APT-B-San-Rafael-CA-94901/19248937_zpid/","San Rafael, CA 94901","For sale","22 Fairfax St APT B,","2","https://www.zillow.com/san-rafael-ca/2_p/","","","","","842","2","2","$364,938","$369,000","Condo","1963","Wall","No Data","1 space","$400/month","$2,950/mo","1","4","6","null","Composition","null","null","$4,724"
"1572904262-837","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/401-North-Ave-UNIT-114-San-Rafael-CA-94903/2087848480_zpid/","San Rafael, CA 94903","For sale by owner","401 North Ave UNIT 114,","","","","","4","https://www.zillow.com/san-rafael-ca/4_p/","954","2","2","$532,657","$648,000","Condo","2005","No Data","No Data","2 spaces","$435/month","$2,950/mo","7","7","6","null","Tile","null","null","null"
"1572907710-1294","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/401-North-Ave-UNIT-209-San-Rafael-CA-94903/68564656_zpid/","San Rafael, CA 94903","For sale","401 North Ave UNIT 209,","2","https://www.zillow.com/san-rafael-ca/2_p/","","","","","954","2","2","null","$599,000","Condo","2005","Baseboard","No Data","No Data","$450/month","$2,900/mo","7","7","6","null","No","null","null","$8,907"
"1572908566-1540","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/98-Upper-Oak-Dr-San-Rafael-CA-94903/19295997_zpid/","San Rafael, CA 94903","For sale","98 Upper Oak Dr,","","","","","","","2,332","4","3","$1,200,005","$1,200,000","Single Family","1967","Other","Other","2 spaces","7,840 sqft","$4,500/mo","9","7","6","null","Composition","null","null","$6,585"
"1572909355-1696","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/51-Roundtree-Blvd-San-Rafael-CA-94903/19295159_zpid/","San Rafael, CA 94903","Auction","51 Roundtree Blvd,","","","","","","","null","2","null","null","$355,399","Condo","1970","Other","No Data","No Data","$420/month","$2,695/mo","7","7","6","null","No","null","null","$5,883"
"1572908545-1533","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/340-D-St-San-Rafael-CA-94901/19245744_zpid/","San Rafael, CA 94901","For sale","340 D St,","","","","","","","1,400","3","2","null","$1,195,000","Single Family","1904","Baseboard","No Data","1 space","4,791 sqft","$3,900/mo","4","4","6","null","Composition","null","null","$8,276"
"1572905111-1127","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/59-Grande-Paseo-San-Rafael-CA-94903/19295083_zpid/","San Rafael, CA 94903","For sale","59 Grande Paseo,","","","3","https://www.zillow.com/san-rafael-ca/3_p/","","","1,616","4","3","$733,683","$739,000","Condo","1966","Other","No Data","2 spaces","$460/month","$3,500/mo","7","7","6","null","Tile","null","null","$8,431"
"1572907586-1252","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/280-Highland-Ave-San-Rafael-CA-94901/19248020_zpid/","San Rafael, CA 94901","For sale","280 Highland Ave,","2","https://www.zillow.com/san-rafael-ca/2_p/","","","","","6,862","6","6","$4,617,689","$4,750,000","Single Family","1979","Forced air","Central","5 spaces","1.38 acres","$15,961/mo","5","4","6","Central","Slate","null","null","$35,976"
"1572909466-1726","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/804-Hacienda-Way-San-Rafael-CA-94903/19303306_zpid/","null","null","null","","","","","","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1572909423-1715","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/1628-5th-Ave-San-Rafael-CA-94901/249342404_zpid/","San Rafael, CA 94901","Lot/land","1628 5th Ave,","","","","","","","null","10,454 sqft","null","null","$2,095,000","null","null","null","null","null","null","null","9","4","6","null","null","null","Gas Avail, Phone Avail, Elec @ Lot Line, Gas @ Lot Line, Internet Available","$8,149"
"1572908184-1451","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/150-Oak-View-Dr-San-Rafael-CA-94903/19244517_zpid/","San Rafael, CA 94903","For sale","150 Oak View Dr,","2","https://www.zillow.com/san-rafael-ca/2_p/","","","","","null","3","null","$1,699,472","$1,695,000","Single Family","1989","Other","No Data","2 spaces","0.5 acres","$6,700/mo","8","7","6","null","Metal","null","null","$22,270"
"1572909377-1702","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/10-Professional-Pkwy-APT-30-San-Rafael-CA-94903/2082193226_zpid/","San Rafael, CA 94903","For sale","10 Professional Pkwy APT 30,","","","","","","","1,107","2","2","$474,457","$479,000","Condo","1971","No Data","No Data","No Data","$522/month","null","9","7","6","null","No","null","null","null"
"1572904964-1072","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/283-Bungalow-Ave-San-Rafael-CA-94901/19246211_zpid/","San Rafael, CA 94901","Pre-foreclosure","283 Bungalow Ave,","","","3","https://www.zillow.com/san-rafael-ca/3_p/","","","null","4","null","$1,060,399","$1,060,399","Single Family","1963","Other","No Data","2 spaces","0.59 acres","null","4","4","6","null","Composition","null","null","$16,866"
"1572907899-1358","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/100-Marin-Center-Dr-APT-21-San-Rafael-CA-94903/19289034_zpid/","San Rafael, CA 94903","For sale","100 Marin Center Dr APT 21,","2","https://www.zillow.com/san-rafael-ca/2_p/","","","","","1,112","2","2","$460,763","$465,000","Condo","1974","Baseboard, Stove","None","No Data","$575/month","$2,800/mo","7","7","6","null","Tile","null","null","$6,193"
"1572904286-846","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/100-Thorndale-Dr-APT-438-San-Rafael-CA-94903/19299959_zpid/","San Rafael, CA 94903","For sale","100 Thorndale Dr APT 438,","","","","","4","https://www.zillow.com/san-rafael-ca/4_p/","1,096","2","2","$626,983","$630,000","Condo","1985","Other","No Data","2 spaces","$4,614/month","$3,020/mo","8","7","6","null","No","null","null","$8,186"
"1572904870-1041","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/75-Margarita-Dr-LOT-85-San-Rafael-CA-94901/2082670984_zpid/","San Rafael, CA 94901","For sale","75 Margarita Dr LOT 85,","","","3","https://www.zillow.com/san-rafael-ca/3_p/","","","7,483","5","6","null","$6,250,000","Single Family","No Data","No Data","No Data","No Data","2 acres","$20,961/mo","5","4","6","null","No","null","null","null"
"1572907754-1306","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/54-Fair-Dr-San-Rafael-CA-94901/19244600_zpid/","San Rafael, CA 94901","For sale","54 Fair Dr,","2","https://www.zillow.com/san-rafael-ca/2_p/","","","","","1,927","4","3","null","$1,080,000","Single Family","1961","Forced air","Central","2 spaces","6,098 sqft","$4,500/mo","5","4","6","null","No","null","null","$8,896"
"1572908775-1607","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/350-Coleman-Dr-San-Rafael-CA-94901/2082366158_zpid/","San Rafael, CA 94901","Lot/land","350 Coleman Dr,","","","","","","","null","9,073 sqft","null","None","$360,000","null","null","null","null","null","null","null","5","4","6","null","LOTS AND LAND","SAN RAFAEL","null","null"
"1572909473-1730","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/270-Margarita-Dr-San-Rafael-CA-94901/19247990_zpid/","null","null","null","","","","","","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1572908967-1660","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/12-Corte-Verano-San-Rafael-CA-94903/19296132_zpid/","San Rafael, CA 94903","For sale","12 Corte Verano,","","","","","","","2,263","5","3","null","$1,185,000","Single Family","1965","Forced air","Central","2 spaces","9,713 sqft","$4,500/mo","9","7","6","null","No","null","null","$3,625"
"1572904085-768","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/257-Coleman-Dr-San-Rafael-CA-94901/2083873200_zpid/","San Rafael, CA 94901","Lot/land","257 Coleman Dr,","","","","","4","https://www.zillow.com/san-rafael-ca/4_p/","null","10,018 sqft","null","None","$499,000","null","null","null","null","null","null","$2,600/mo","5","4","6","null","Bay, Panoramic","null","Cable Available, City, Elec @ Pole","null"
"1572904145-789","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/195-Fairway-Dr-San-Rafael-CA-94901/119403971_zpid/","San Rafael, CA 94901","Lot/land","195 Fairway Dr,","","","","","4","https://www.zillow.com/san-rafael-ca/4_p/","null","1.5 acres","null","null","$1,695,000","null","null","null","null","null","null","$2,600/mo","5","4","6","null","Unknown","null","null","$28,724"
"1572908249-1470","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/383-Irwin-St-San-Rafael-CA-94901/19246259_zpid/","San Rafael, CA 94901","For sale","383 Irwin St,","2","https://www.zillow.com/san-rafael-ca/2_p/","","","","","1,343","2","1","null","$859,000","Single Family","1947","Forced air","Other","Attached Garage","7,200 sqft","$3,650/mo","4","4","6","null","No","null","null","$10,921"
"1572904065-761","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/275-Coleman-Dr-San-Rafael-CA-94901/2084263674_zpid/","San Rafael, CA 94901","For sale","275 Coleman Dr,","","","","","4","https://www.zillow.com/san-rafael-ca/4_p/","null","--","null","None","$499,000","Other","No Data","No Data","No Data","No Data","No Data","$2,600/mo","5","4","6","null","No","null","Cable Available, City, Elec @ Pole, Phone TBD","null"
"1572904216-816","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/15-Mariposa-Rd-San-Rafael-CA-94901/80740267_zpid/","San Rafael, CA 94901","For sale","15 Mariposa Rd,","","","","","4","https://www.zillow.com/san-rafael-ca/4_p/","null","5","null","$1,850,016","$1,850,000","Multi Family","1962","No Data","No Data","1 space","$739","$3,700/mo","4","4","6","null","No","null","null","$18,018"
"1572908527-1526","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/125-Convent-Ct-San-Rafael-CA-94901/19247890_zpid/","San Rafael, CA 94901","For sale","125 Convent Ct,","2","https://www.zillow.com/san-rafael-ca/2_p/","","","","","2,596","5","3","null","$1,299,000","Single Family","1972","Other","No Data","2 spaces","0.31 acres","$5,400/mo","5","4","6","null","No","null","null","$3,614"
"1572908176-1447","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/62-Grande-Paseo-San-Rafael-CA-94903/19295008_zpid/","San Rafael, CA 94903","For sale","62 Grande Paseo,","2","https://www.zillow.com/san-rafael-ca/2_p/","","","","","1,707","4","3","null","$735,000","Single Family","1966","Other","No Data","2 spaces","2,125 sqft","$3,500/mo","7","7","6","null","No","null","null","$9,895"
"1572909286-1682","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/55-Bayharbor-Way-San-Rafael-CA-94901/157228415_zpid/","San Rafael, CA 94901","For sale","55 Bayharbor Way,","","","","","","","2,031","3","3","$1,680,011","$1,680,000","Single Family","2017","Other","No Data","2 spaces","4,356 sqft","$6,000/mo","2","4","6","null","No","null","null","$21,378"
"1572907296-1180","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/104-Dockside-Cir-San-Rafael-CA-94903/19289174_zpid/","San Rafael, CA 94903","For sale","104 Dockside Cir,","","","3","https://www.zillow.com/san-rafael-ca/3_p/","","","952","2","1","$533,499","$540,000","Condo","1984","Other","No Data","No Data","$375/month","$2,700/mo","7","7","6","null","No","null","null","$6,137"
"1572904322-861","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/36-Rustic-Way-San-Rafael-CA-94901/19243672_zpid/","San Rafael, CA 94901","Foreclosed","36 Rustic Way,","","","","","4","https://www.zillow.com/san-rafael-ca/4_p/","null","4","null","$1,017,875","$1,017,875","Single Family","1963","Other","No Data","2 spaces","0.38 acres","null","9","4","6","null","No","null","null","$8,241"
"1572904195-809","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/85-Margarita-Dr-San-Rafael-CA-94901/2100666716_zpid/","San Rafael, CA 94901","Lot/land","85 Margarita Dr,","","","","","4","https://www.zillow.com/san-rafael-ca/4_p/","null","1 acre","null","null","$2,950,000","null","null","null","null","null","null","$2,600/mo","5","4","6","null","Residential, Single-Family","Other, Misc Bldg(s), Guest Unit","Cable Available, Gas Avail, Phone Avail, DSL Available, Elec @ Pole, Gas in Street","null"
"1572907536-1236","https://www.zillow.com/homes/San-Rafael-CA_rb/","","https://www.zillow.com/homedetails/330-Paloma-Ave-San-Rafael-CA-94901/19244867_zpid/","San Rafael, CA 94901","For sale","330 Paloma Ave,","2","https://www.zillow.com/san-rafael-ca/2_p/","","","","","3,064","5","3","$1,367,532","$1,350,000","Single Family","1937","Other","None","1 space","6,825 sqft","$5,500/mo","5","4","6","None","Wood Siding, Shingles","1937","null","$5,702"
