web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572919553-1966","https://www.zillow.com/homes/fairfax-CA_rb/","","https://www.zillow.com/homedetails/2626-Sir-Francis-Drake-Blvd-Fairfax-CA-94930/2086544507_zpid/","Fairfax, CA 94930","Lot/land","2626 Sir Francis Drake Blvd,","null","9 acres","null","null","$500,000","null","null","null","null","null","null","$2,650/mo","7","8","9","null","Hills, Forest/Woods","null","Gas Avail, Elec @ Street, Underground","null"
"1572919543-1964","https://www.zillow.com/homes/fairfax-CA_rb/","","https://www.zillow.com/homedetails/312-Cascade-Dr-326-Fairfax-CA-94930/2087596074_zpid/","Fairfax, CA 94930","Lot/land","312 Cascade Dr # 326,","null","5,100 sqft","null","null","$275,000","null","null","null","null","null","null","$2,600/mo","7","8","9","null","Special Program/QC Approved ListingSee all","null","null","null"
"1572919547-1965","https://www.zillow.com/homes/fairfax-CA_rb/","","https://www.zillow.com/homedetails/117-Scenic-Rd-Fairfax-CA-94930/80733955_zpid/","Fairfax, CA 94930","Pre-foreclosure / auction","117 Scenic Rd,","null","2","null","$542,610","$542,610","Multiple Occupancy","1928","Wall","No Data","2 spaces","null","null","7","8","9","null","No","null","null","$11,724"
"1572919879-2032","https://www.zillow.com/homes/fairfax-CA_rb/","","https://www.zillow.com/homedetails/533-Scenic-Rd-Fairfax-CA-94930/19236385_zpid/","Fairfax, CA 94930","For sale","533 Scenic Rd,","1,079","2","1","null","$640,000","Single Family","1968","Other","No Data","3 spaces","0.29 acres","$3,500/mo","7","8","9","null","Composition","null","null","$9,868"
"1572919833-2022","https://www.zillow.com/homes/fairfax-CA_rb/","","https://www.zillow.com/homedetails/1-Buckeye-Cir-Woodacre-CA-94973/19297663_zpid/","Woodacre, CA 94973","For sale","1 Buckeye Cir,","1,570","3","2","null","$899,000","Single Family","1972","Forced air, Other","No Data","1 space","6,969 sqft","$4,100/mo","NA","6","9","null","Composition","null","null","$6,600"
"1572919525-1960","https://www.zillow.com/homes/fairfax-CA_rb/","","https://www.zillow.com/homedetails/526-Cascade-Dr-Fairfax-CA-94930/2110811887_zpid/","Fairfax, CA 94930","Lot/land","526 Cascade Dr,","null","1.31 acres","null","None","$200,000","null","null","null","null","null","null","$2,650/mo","7","8","9","null","Hills, Forest/Woods, Canyon","null","Cable TBD, Gas TBD, Phone TBD, Elec TBD","null"
"1572919617-1975","https://www.zillow.com/homes/fairfax-CA_rb/","","https://www.zillow.com/homedetails/0-Ridgeway-Avenue-Ave-Fairfax-CA-94930/2082909691_zpid/","Fairfax, CA 94930","Lot/land","0 Ridgeway Avenue Ave,","null","5,227 sqft","null","null","$290,000","null","null","null","null","null","null","$2,500/mo","8","8","9","null","Hills","null","Elec @ Street, Gas in Street","null"
"1572919562-1968","https://www.zillow.com/homes/fairfax-CA_rb/","","https://www.zillow.com/homedetails/792-Bolinas-Rd-Fairfax-CA-94930/19307214_zpid/","Fairfax, CA 94930","For sale","792 Bolinas Rd,","3,730","4","4","$1,610,421","$1,658,000","Single Family","1992","Other","No Data","2 spaces","1.84 acres","$6,000/mo","7","8","9","null","Composition","null","null","$10,178"
"1572919937-2045","https://www.zillow.com/homes/fairfax-CA_rb/","","https://www.zillow.com/homedetails/33-Vista-Way-Fairfax-CA-94930/19237256_zpid/","Fairfax, CA 94930","For sale","33 Vista Way,","1,693","4","2","null","$1,495,000","Single Family","1956","Forced air","Central","10 spaces","1.13 acres","$4,700/mo","7","8","9","null","No","null","null","$12,833"
"1572919902-2038","https://www.zillow.com/homes/fairfax-CA_rb/","","https://www.zillow.com/homedetails/500-Scenic-Rd-Fairfax-CA-94930/95761792_zpid/","Fairfax, CA 94930","Lot/land","500 Scenic Rd,","null","9,147 sqft","null","None","$125,000","null","null","null","null","null","null","null","7","8","9","null","Hills, Forest/Woods, Greenbelt, Canyon","null","Gas TBD, Phone TBD, Elec TBD","$1,702"
"1572919792-2011","https://www.zillow.com/homes/fairfax-CA_rb/","","https://www.zillow.com/homedetails/2-Elm-Ave-Woodacre-CA-94973/19297278_zpid/","Woodacre, CA 94973","For sale","2 Elm Ave,","3,311","4","3","null","$1,375,000","Single Family","1927","Wall","No Data","No Data","0.43 acres","$6,300/mo","NA","6","9","null","Tile","null","null","$13,864"
"1572919605-1972","https://www.zillow.com/homes/fairfax-CA_rb/","","https://www.zillow.com/homedetails/62-Bosque-Ave-Fairfax-CA-94930/95764252_zpid/","Fairfax, CA 94930","For sale","62 Bosque Ave,","3,157","4","4","$1,859,002","$1,890,000","Single Family","2012","Radiant","No Data","No Data","1.07 acres","$6,750/mo","7","8","9","null","Composition","null","null","$17,069"
"1572919744-1999","https://www.zillow.com/homes/fairfax-CA_rb/","","https://www.zillow.com/homedetails/131-Ridge-Rd-Fairfax-CA-94930/19236452_zpid/","Fairfax, CA 94930","For sale","131 Ridge Rd,","950","2","1","$685,000","$675,000","Single Family","1961","Other","No Data","No Data","3,920 sqft","$3,150/mo","7","8","9","null","No","null","null","$2,436"
