web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572919149-8995","https://www.zillow.com/homes/pittsburg-CA_rb/","","https://www.zillow.com/homedetails/163-Tammy-Cir-Bay-Point-CA-94565/18334787_zpid/","Bay Point, CA 94565","Pre-foreclosure","163 Tammy Cir,","","","3","https://www.zillow.com/pittsburg-ca/3_p/","","","","","null","2","null","$224,293","$224,293","Single Family","1986","No Data","No Data","Single Family","640 sqft","null","1","1","4","{""targetDiv"":""gpt-ad-20229988-fe1b-4d58-b363-e4b1cc12a01a"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""163 Tammy Cir"",""bd"":""2"",""city"":""Bay_Point"",""proptp"":""sfh"",""pid"":""18334787"",""lot"":""1"",""zestibuck"":""200-249k"",""listtp"":""buy_foreclosure"",""zguidh"":""-5644668895125887321"",""sqftrange"":""500-999"",""price"":""231230"",""sqft"":""842"",""posting_url"":"""",""mlong"":""-121.950844"",""state"":""CA"",""park"":""yes"",""prange"":""200-249k"",""zip"":""94565"",""mlat"":""38.025268"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z200"",""hood"":""Bay_Point"",""yrblt"":""1980-1989"",""zestimate"":""231230"",""premieragent"":""no""}}","null","null","null","null"
"1572919178-9026","https://www.zillow.com/homes/pittsburg-CA_rb/","","https://www.zillow.com/homedetails/474-E-12th-St-Pittsburg-CA-94565/18323651_zpid/","Pittsburg, CA 94565","Auction","474 E 12th St,","","","3","https://www.zillow.com/pittsburg-ca/3_p/","","","","","null","2","null","null","null","Single Family","1927","Other","No Data","Single Family","6,098 sqft","null","4","3","4","{""targetDiv"":""gpt-ad-dc95ab7b-bab7-448b-95c9-428bd91f2bd2"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94565"",""aamgnrc1"":""474 E 12th St"",""mlat"":""38.024226"",""bd"":""2"",""fsbid"":""16886"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjff19ozxntr60000000000.jpg"",""zusr"":""true"",""city"":""PITTSBURG"",""proptp"":""sfh"",""pid"":""18323651"",""yrblt"":""1920-1939"",""lot"":""2"",""listtp"":""buy_foreclosure"",""stale"":""yes"",""zguidh"":""5985797786389440602"",""premieragent"":""no"",""sqftrange"":""1000-1499"",""sqft"":""1345"",""posting_url"":""http://www.auction.com/details/474-e-12th-st-pittsburg-ca-94565-2778294-e_13911a/?utm_source=zillow&utm_medium=feed&utm_campaign=trustee&utm_name=partner"",""mlong"":""-121.880059"",""state"":""CA"",""park"":""yes""}}","null","null","null","null"
"1572919825-9757","https://www.zillow.com/homes/pittsburg-CA_rb/","","https://www.zillow.com/homedetails/55-Pacifica-Ave-TRLR-154-Bay-Point-CA-94565/2086103413_zpid/","Bay Point, CA 94565","For sale","55 Pacifica Ave TRLR 154,","","","","","","","","","1,062","3","2","$149,149","$149,900","Mobile / Manufactured","No Data","No Data","No Data","Mobile / Manufactured","$141","$2,400/mo","3","1","4","{""targetDiv"":""gpt-ad-aa7e548d-801b-41fa-a48c-6e4b5422a839"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Trlr 154"",""aamgnrc1"":""55 Pacifica Ave"",""bd"":""3"",""fsbid"":""14106"",""city"":""Bay_Point"",""proptp"":""mm"",""pid"":""2086103413"",""zestibuck"":""100-149k"",""listtp"":""buy_agent"",""zguidh"":""4823978439637482082"",""sqftrange"":""1000-1499"",""price"":""149900"",""sqft"":""1062"",""posting_url"":""http://www.blackdiamondholdings.com"",""mlong"":""-121.961572"",""state"":""CA"",""prange"":""100-149k"",""zip"":""94565"",""mlat"":""38.032111"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrdjx1nw5gi2p1000000000.jpg"",""zusr"":""true"",""price_band"":""z100"",""hood"":""Bay_Point"",""zestimate"":""149149"",""premieragent"":""no""}}","null","null","null","null"
"1572918977-8805","https://www.zillow.com/homes/pittsburg-CA_rb/","","https://www.zillow.com/homedetails/2776-Rio-Seco-Dr-Pittsburg-CA-94565/2082502936_zpid/","Pittsburg, CA 94565","New construction","2776 Rio Seco Dr,","","","","","4","https://www.zillow.com/pittsburg-ca/4_p/","","","2,806","5","3","$694,154","$694,125","Single Family","2019","Forced air","Central","Single Family","5,170 sqft","$3,000/mo","5","1","4","{""targetDiv"":""gpt-ad-d2bfb3f8-7a32-41a7-9375-dfb18f48ab53"",""slot"":""zillow/property_details/buy_new_home/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2776 Rio Seco Dr"",""bd"":""5"",""fsbid"":""14106"",""city"":""Pittsburg"",""proptp"":""sfh"",""pid"":""2082502936"",""lot"":""1"",""zestibuck"":""600-699k"",""listtp"":""buy_new_home"",""zguidh"":""-1848692891839876830"",""sqftrange"":""2500-2999"",""price"":""694125"",""oh"":""yes"",""sqft"":""2806"",""posting_url"":"""",""mlong"":""-121.97802"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94565"",""mlat"":""38.016774"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnqyua6957nkt1000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""694154"",""premieragent"":""no""}}","null","null","null","null"
"1572919331-9199","https://www.zillow.com/homes/pittsburg-CA_rb/","","https://www.zillow.com/homedetails/55-Pacifica-Ave-TRLR-60-Bay-Point-CA-94565/2082697525_zpid/","Bay Point, CA 94565","For sale","55 Pacifica Ave TRLR 60,","","","3","https://www.zillow.com/pittsburg-ca/3_p/","","","","","1,040","3","2","$139,901","$139,900","Mobile / Manufactured","No Data","Gas","Central","Mobile / Manufactured","$135","$2,500/mo","3","1","4","{""targetDiv"":""gpt-ad-d8029304-3292-4527-8449-307e03b19908"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Trlr 60"",""aamgnrc1"":""55 Pacifica Ave"",""bd"":""3"",""fsbid"":""15263"",""city"":""Bay_Point"",""proptp"":""mm"",""pid"":""2082697525"",""zestibuck"":""100-149k"",""listtp"":""buy_agent"",""zguidh"":""-336832270428562871"",""sqftrange"":""1000-1499"",""price"":""139900"",""sqft"":""1040"",""posting_url"":"""",""mlong"":""-121.961572"",""state"":""CA"",""prange"":""100-149k"",""zip"":""94565"",""mlat"":""38.032111"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvw46vgqf10ds0000000000.jpg"",""zusr"":""true"",""price_band"":""z100"",""hood"":""Bay_Point"",""zestimate"":""139901"",""premieragent"":""no""}}","null","null","null","null"
"1572919094-8938","https://www.zillow.com/homes/pittsburg-CA_rb/","","https://www.zillow.com/homedetails/4125-Railroad-Ave-Pittsburg-CA-94565/95412777_zpid/","Pittsburg, CA 94565","Lot/land","4125 Railroad Ave,","","","","","4","https://www.zillow.com/pittsburg-ca/4_p/","","","null","8,001 sqft","null","None","$199,000","null","null","null","null","null","null","null","3","3","4","{""targetDiv"":""gpt-ad-121de4f1-b0eb-4935-9fb7-34076f9f5d60"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94565"",""aamgnrc1"":""4125 Railroad Ave"",""mlat"":""38.000529"",""bd"":""0"",""fsbid"":""14289"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISbx3mwo0r87d10000000000.jpg"",""zusr"":""true"",""city"":""Pittsburg"",""proptp"":""lot"",""pid"":""95412777"",""lot"":""2"",""listtp"":""buy_agent"",""zguidh"":""2024684921496537926"",""premieragent"":""no"",""price"":""199000"",""posting_url"":"""",""mlong"":""-121.895271"",""state"":""CA"",""prange"":""150-199k""}}","null","null","null","null"
"1572919836-9768","https://www.zillow.com/homes/pittsburg-CA_rb/","","https://www.zillow.com/homedetails/73-Parkside-Ln-Pittsburg-CA-94565/18323619_zpid/","Pittsburg, CA 94565","For sale","73 Parkside Ln,","","","","","","","","","912","3","1","$359,952","$359,950","Single Family","1970","Forced air","Central","Single Family","3,998 sqft","null","4","NA","4","{""targetDiv"":""gpt-ad-af17afea-d5a3-4e0e-9d10-bbf7ec2a8701"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""73 Parkside Ln"",""bd"":""3"",""fsbid"":""14311"",""city"":""Pittsburg"",""proptp"":""sfh"",""pid"":""18323619"",""lot"":""1"",""zestibuck"":""350-399k"",""listtp"":""buy_agent"",""zguidh"":""3356782130344512937"",""sqftrange"":""500-999"",""price"":""359950"",""sqft"":""912"",""posting_url"":"""",""mlong"":""-121.887568"",""state"":""CA"",""park"":""yes"",""prange"":""350-399k"",""zip"":""94565"",""mlat"":""38.024624"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISb1341p7atbcq0000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""1970-1979"",""zestimate"":""359952"",""premieragent"":""no""}}","null","null","null","null"
"1572919575-9479","https://www.zillow.com/homes/pittsburg-CA_rb/","","https://www.zillow.com/homedetails/1811-Santa-Rita-Dr-Pittsburg-CA-94565/68034223_zpid/","Pittsburg, CA 94565","For sale","1811 Santa Rita Dr,","2","https://www.zillow.com/pittsburg-ca/2_p/","","","","","","","3,723","5","5","$768,260","$775,000","Single Family","2005","Forced air","Central","Single Family","6,542 sqft","null","5","1","4","{""targetDiv"":""gpt-ad-7c3c7754-0471-495c-b5c3-6ba02145af66"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1811 Santa Rita Dr"",""bd"":""5"",""fsbid"":""14106"",""city"":""Pittsburg"",""proptp"":""sfh"",""pid"":""68034223"",""lot"":""2"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""6062843510733976935"",""sqftrange"":""3500-3999"",""price"":""775000"",""sqft"":""3723"",""posting_url"":"""",""mlong"":""-121.962939"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94565"",""mlat"":""38.011338"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjjez1uz1wqbu0000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""2000-2009"",""zestimate"":""768260"",""premieragent"":""no""}}","null","null","null","null"
"1572918816-8668","https://www.zillow.com/homes/pittsburg-CA_rb/","","https://www.zillow.com/homedetails/1651-Birdhaven-Way-Pittsburg-CA-94565/18334851_zpid/","Pittsburg, CA 94565","Pre-foreclosure","1651 Birdhaven Way,","","","","","","","5","https://www.zillow.com/pittsburg-ca/5_p/","null","3","null","$455,483","$455,483","Single Family","1990","Other","No Data","Single Family","4,350 sqft","null","5","1","4","{""targetDiv"":""gpt-ad-25de4093-9038-42f0-abcb-3934757e49ec"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1651 Birdhaven Way"",""bd"":""3"",""city"":""Pittsburg"",""proptp"":""sfh"",""pid"":""18334851"",""lot"":""1"",""zestibuck"":""450-499k"",""listtp"":""buy_foreclosure"",""zguidh"":""7082854404446287794"",""sqftrange"":""1000-1499"",""price"":""469571"",""sqft"":""1308"",""posting_url"":"""",""mlong"":""-121.94643"",""state"":""CA"",""park"":""yes"",""prange"":""450-499k"",""zip"":""94565"",""mlat"":""38.014487"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1990-1999"",""zestimate"":""469571"",""premieragent"":""no""}}","null","null","null","null"
"1572919113-8962","https://www.zillow.com/homes/pittsburg-CA_rb/","","https://www.zillow.com/homedetails/156-Lawlor-Ct-Bay-Point-CA-94565/82858082_zpid/","Bay Point, CA 94565","For sale","156 Lawlor Ct,","","","","","4","https://www.zillow.com/pittsburg-ca/4_p/","","","2,049","4","3","$588,333","$589,900","Single Family","2007","Forced air","Central, Other","Single Family","5,209 sqft","$3,000/mo","1","1","4","{""targetDiv"":""gpt-ad-65ad9d3a-f2b2-411a-8844-83a94f2a5815"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""156 Lawlor Ct"",""bd"":""4"",""fsbid"":""15263"",""city"":""Bay_Point"",""proptp"":""sfh"",""pid"":""82858082"",""lot"":""1"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""8535367098443234795"",""sqftrange"":""2000-2499"",""price"":""589900"",""sqft"":""2049"",""posting_url"":""http://www.sublaskyhomes.com"",""mlong"":""-121.939424"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94565"",""mlat"":""38.013678"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISj7lg2nz0dinr1000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2000-2009"",""zestimate"":""588333"",""premieragent"":""no""}}","null","null","null","null"
"1572918810-8664","https://www.zillow.com/homes/pittsburg-CA_rb/","","https://www.zillow.com/homedetails/345-W-10th-St-Pittsburg-CA-94565/18321994_zpid/","Pittsburg, CA 94565","Lot/land","345 W 10th St,","","","","","","","5","https://www.zillow.com/pittsburg-ca/5_p/","null","6,250 sqft","null","None","$130,000","null","null","null","null","null","null","null","4","NA","4","{""targetDiv"":""gpt-ad-2fd01b54-f28f-4e61-817b-29e221627f41"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94565"",""aamgnrc1"":""345 W 10th St"",""mlat"":""38.02901"",""bd"":""0"",""fsbid"":""15050"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjb0bbb7zlk0r0000000000.jpg"",""zusr"":""true"",""city"":""Pittsburg"",""proptp"":""lot"",""pid"":""18321994"",""yrblt"":""1920-1939"",""lot"":""2"",""listtp"":""buy_agent"",""zguidh"":""-8544957994836349734"",""premieragent"":""no"",""sqftrange"":""2000-2499"",""price"":""130000"",""sqft"":""2323"",""posting_url"":"""",""mlong"":""-121.890884"",""state"":""CA"",""prange"":""100-149k""}}","null","null","null","null"
"1572919670-9589","https://www.zillow.com/homes/pittsburg-CA_rb/","","https://www.zillow.com/homedetails/871-Cross-St-Pittsburg-CA-94565/18315440_zpid/","Pittsburg, CA 94565","For sale","871 Cross St,","","","","","","","","","1,399","3","2","$361,090","$356,000","Single Family","1962","Heat pump","Central","Single Family","5,044 sqft","null","3","3","4","{""targetDiv"":""gpt-ad-16947a27-621d-407b-819e-73c0d0158c50"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""871 Cross St"",""bd"":""3"",""fsbid"":""14106"",""city"":""Pittsburg"",""proptp"":""sfh"",""pid"":""18315440"",""lot"":""1"",""zestibuck"":""350-399k"",""listtp"":""buy_agent"",""zguidh"":""94117062102617019"",""sqftrange"":""1000-1499"",""price"":""356000"",""sqft"":""1399"",""posting_url"":"""",""mlong"":""-121.873019"",""state"":""CA"",""prange"":""350-399k"",""zip"":""94565"",""mlat"":""38.015657"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjrw2vfhdupw01000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""1960-1969"",""zestimate"":""361090"",""premieragent"":""no""}}","null","null","null","null"
"1572919628-9539","https://www.zillow.com/homes/pittsburg-CA_rb/","","https://www.zillow.com/homedetails/3816-Malibu-Pl-Pittsburg-CA-94565/18326472_zpid/","Pittsburg, CA 94565","Pre-foreclosure","3816 Malibu Pl,","","","","","","","","","null","3","null","$442,673","$442,673","Single Family","1977","Forced air","No Data","Single Family","0.29 acres","null","3","3","4","{""targetDiv"":""gpt-ad-2ccb2bf3-6941-4d95-bfd1-735a5b995be2"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""3816 Malibu Pl"",""bd"":""3"",""city"":""Pittsburg"",""proptp"":""sfh"",""pid"":""18326472"",""lot"":""3"",""zestibuck"":""450-499k"",""listtp"":""buy_foreclosure"",""zguidh"":""2004511566858608101"",""sqftrange"":""1000-1499"",""price"":""456364"",""sqft"":""1497"",""posting_url"":"""",""mlong"":""-121.905491"",""state"":""CA"",""park"":""yes"",""prange"":""450-499k"",""zip"":""94565"",""mlat"":""38.003879"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1970-1979"",""zestimate"":""456364"",""premieragent"":""no""}}","null","null","null","null"
"1572919008-8839","https://www.zillow.com/homes/pittsburg-CA_rb/","","https://www.zillow.com/homedetails/192-Kona-Cir-Pittsburg-CA-94565/2085613311_zpid/","Pittsburg, CA 94565","For sale","192 Kona Cir,","","","","","4","https://www.zillow.com/pittsburg-ca/4_p/","","","1,536","3","2","$130,000","$130,000","Mobile / Manufactured","No Data","Forced air","Central","Mobile / Manufactured","$85","$2,400/mo","3","3","4","{""targetDiv"":""gpt-ad-f9428c27-5185-4915-8af9-ddbb3dbb5dac"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94565"",""aamgnrc1"":""192 Kona Cir"",""mlat"":""38.006368"",""bd"":""3"",""fsbid"":""15263"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISe8jwk4r2e5i60000000000.jpg"",""zusr"":""true"",""city"":""Pittsburg"",""proptp"":""mm"",""pid"":""2085613311"",""price_band"":""z100"",""zestimate"":""130000"",""zestibuck"":""100-149k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-4604115422919117155"",""premieragent"":""no"",""sqftrange"":""1500-1999"",""price"":""130000"",""sqft"":""1536"",""posting_url"":""http://rossgoodman@remax.net"",""mlong"":""-121.881809"",""state"":""CA"",""prange"":""100-149k""}}","null","null","null","null"
"1572918813-8667","https://www.zillow.com/homes/pittsburg-CA_rb/","","https://www.zillow.com/homedetails/2207-Greenfield-Dr-Pittsburg-CA-94565/18328326_zpid/","Pittsburg, CA 94565","Pre-foreclosure","2207 Greenfield Dr,","","","","","","","5","https://www.zillow.com/pittsburg-ca/5_p/","null","3","null","$395,516","$395,516","Single Family","1980","No Data","Central","Single Family","3,536 sqft","null","3","3","4","{""targetDiv"":""gpt-ad-72cde901-86f2-4251-aef7-d0fe20380d35"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2207 Greenfield Dr"",""bd"":""3"",""city"":""Pittsburg"",""proptp"":""sfh"",""pid"":""18328326"",""lot"":""1"",""zestibuck"":""400-449k"",""listtp"":""buy_foreclosure"",""zguidh"":""2225763448147967290"",""sqftrange"":""1500-1999"",""price"":""407749"",""sqft"":""1621"",""posting_url"":"""",""mlong"":""-121.882877"",""state"":""CA"",""park"":""yes"",""prange"":""400-449k"",""zip"":""94565"",""mlat"":""38.009649"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1980-1989"",""zestimate"":""407749"",""premieragent"":""no""}}","null","null","null","null"
"1572919491-9380","https://www.zillow.com/homes/pittsburg-CA_rb/","","https://www.zillow.com/homedetails/3037-Barranca-Dr-Bay-Point-CA-94565/95381402_zpid/","Bay Point, CA 94565","For sale","3037 Barranca Dr,","2","https://www.zillow.com/pittsburg-ca/2_p/","","","","","","","1,856","4","2","$579,004","$579,000","Single Family","2010","Forced air","Central","Single Family","7,357 sqft","$2,800/mo","5","1","4","{""targetDiv"":""gpt-ad-a7a48e1d-e1ce-4841-a004-22f17476dbb7"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""3037 Barranca Dr"",""bd"":""4"",""fsbid"":""15050"",""city"":""Bay_Point"",""proptp"":""sfh"",""pid"":""95381402"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""-486997295217218073"",""sqftrange"":""1500-1999"",""price"":""579000"",""sqft"":""1856"",""posting_url"":"""",""mlong"":""-121.970532"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94565"",""mlat"":""38.011753"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISv47dkl5n75uu1000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2010-2019"",""zestimate"":""579004"",""premieragent"":""no""}}","null","null","null","null"
"1572919887-9818","https://www.zillow.com/homes/pittsburg-CA_rb/","","https://www.zillow.com/homedetails/136-Pelican-Loop-Pittsburg-CA-94565/18322467_zpid/","Pittsburg, CA 94565","For sale","136 Pelican Loop,","","","","","","","","","1,873","4","3","$468,412","$579,000","Townhouse","1990","Forced air","Central","Townhouse","2,914 sqft","null","4","NA","4","{""targetDiv"":""gpt-ad-0d44d641-f0a6-4a9f-8915-e656f75c328f"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""136 Pelican Loop"",""bd"":""4"",""fsbid"":""14106"",""city"":""Pittsburg"",""proptp"":""twn"",""pid"":""18322467"",""lot"":""1"",""zestibuck"":""450-499k"",""listtp"":""buy_agent"",""zguidh"":""-6394069149109092963"",""sqftrange"":""1500-1999"",""price"":""579000"",""sqft"":""1873"",""posting_url"":""http://www.1percentlistings.net"",""mlong"":""-121.886587"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94565"",""mlat"":""38.035151"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrxq4kyovb72c1000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""hood"":""Old_Town_Pittsburg"",""yrblt"":""1990-1999"",""zestimate"":""468412"",""premieragent"":""no""}}","null","null","null","null"
"1572918855-8697","https://www.zillow.com/homes/pittsburg-CA_rb/","","https://www.zillow.com/homedetails/1960-Seasons-Way-Pittsburg-CA-94565/18334004_zpid/","Pittsburg, CA 94565","Pre-foreclosure","1960 Seasons Way,","","","","","","","5","https://www.zillow.com/pittsburg-ca/5_p/","null","3","null","$411,118","$411,118","Single Family","1993","Other","No Data","Single Family","6,300 sqft","null","2","3","4","{""targetDiv"":""gpt-ad-6ead0021-0bb5-447a-aaa7-e5abbbf1a97a"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1960 Seasons Way"",""bd"":""3"",""city"":""Pittsburg"",""proptp"":""sfh"",""pid"":""18334004"",""lot"":""2"",""zestibuck"":""400-449k"",""listtp"":""buy_foreclosure"",""zguidh"":""-880431845954621718"",""sqftrange"":""1000-1499"",""price"":""423833"",""sqft"":""1435"",""posting_url"":"""",""mlong"":""-121.930067"",""state"":""CA"",""park"":""yes"",""prange"":""400-449k"",""zip"":""94565"",""mlat"":""38.030091"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1990-1999"",""zestimate"":""423833"",""premieragent"":""no""}}","null","null","null","null"
"1572919525-9421","https://www.zillow.com/homes/pittsburg-CA_rb/","","https://www.zillow.com/homedetails/95-Crivello-Ave-Bay-Point-CA-94565/82858282_zpid/","Bay Point, CA 94565","Pre-foreclosure","95 Crivello Ave,","2","https://www.zillow.com/pittsburg-ca/2_p/","","","","","","","1,006","3","1.5","$202,260","$202,260","Single Family","1930","Gas","Wall","Single Family","7,501 sqft","null","1","1","4","{""targetDiv"":""gpt-ad-7c73d98c-432b-4ba9-9141-489e1676b520"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""95 Crivello Ave"",""bd"":""3"",""city"":""Bay_Point"",""proptp"":""sfh"",""pid"":""82858282"",""lot"":""2"",""zestibuck"":""200-249k"",""listtp"":""buy_foreclosure"",""zguidh"":""-4430448008759722254"",""sqftrange"":""1000-1499"",""price"":""208516"",""sqft"":""1006"",""posting_url"":"""",""mlong"":""-121.933632"",""state"":""CA"",""prange"":""200-249k"",""zip"":""94565"",""mlat"":""38.027938"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISn6fmrz61nswd1000000000.jpg"",""zusr"":""true"",""price_band"":""z200"",""hood"":""Bay_Point"",""yrblt"":""1920-1939"",""zestimate"":""208516"",""premieragent"":""no""}}","null","null","null","null"
