web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount,next_page6,next_page6-href,next_page7,next_page7-href,next_page8,next_page8-href
"1572903112-2957","https://www.zillow.com/homes/vacaville-CA_rb/","","https://www.zillow.com/homedetails/543-Chaparral-Loop-Vacaville-CA-95688/111929477_zpid/","Vacaville, CA 95688","Pre-foreclosure / auction","543 Chaparral Loop,","","","","","","","5","https://www.zillow.com/vacaville-ca/5_p/","null","3","null","$445,842","$445,842","Single Family","2013","Other","Central","Single Family","4,356 sqft","null","5","6","8","No Data","null","null","null","null","NEXT","https://www.zillow.com/vacaville-ca/6_p/","NEXT","https://www.zillow.com/vacaville-ca/7_p/","NEXT","https://www.zillow.com/vacaville-ca/8_p/"
"1572903239-3065","https://www.zillow.com/homes/vacaville-CA_rb/","","https://www.zillow.com/homedetails/560-Honeysuckle-Dr-Vacaville-CA-95687/2083580762_zpid/","Vacaville, CA 95687","For sale","560 Honeysuckle Dr,","","","","","","","5","https://www.zillow.com/vacaville-ca/5_p/","2,453","4","3","$574,997","$586,888","Single Family","2019","No Data","No Data","Single Family","4,791 sqft","$3,075/mo","5","5","6","{""targetDiv"":""gpt-ad-11957eed-ff14-4ef7-b066-5f11a31b2f3a"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""560 Honeysuckle Dr"",""bd"":""4"",""fsbid"":""13601"",""city"":""Vacaville"",""proptp"":""sfh"",""pid"":""2083580762"",""lot"":""1"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""7506229322977813389"",""sqftrange"":""2000-2499"",""price"":""586888"",""sqft"":""2453"",""posting_url"":""http://greathomes.org/mls/property/21917977"",""mlong"":""-121.92553"",""state"":""CA"",""prange"":""500-599k"",""zip"":""95687"",""mlat"":""38.347157"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISeciaqiyk5x6r0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2010-2019"",""zestimate"":""574997"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/vacaville-ca/6_p/","NEXT","https://www.zillow.com/vacaville-ca/7_p/","",""
"1572903876-3556","https://www.zillow.com/homes/vacaville-CA_rb/","","https://www.zillow.com/homedetails/1054-Feather-River-Ct-Vacaville-CA-95688/61733742_zpid/","Vacaville, CA 95688","For sale","1054 Feather River Ct,","","","","","4","https://www.zillow.com/vacaville-ca/4_p/","","","2,311","4","3","null","$549,000","Single Family","2004","Other","Central","Single Family","8,542 sqft","$2,850/mo","6","6","8","{""targetDiv"":""gpt-ad-2ac955a2-6e4c-4e4f-8c02-451f4a8d60d4"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1054 Feather River Ct"",""bd"":""4"",""fsbid"":""2877"",""city"":""Vacaville"",""proptp"":""sfh"",""pid"":""61733742"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""-2897419731800389249"",""sqftrange"":""2000-2499"",""price"":""549000"",""sqft"":""2311"",""posting_url"":""https://www.coldwellbanker.com/property/1054-Feather-River-Ct-Vacaville-CA-95688/11879425/detail"",""mlong"":""-121.967379"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""95688"",""mlat"":""38.395892"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISr90o60u7pndj0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2000-2009"",""zestimate"":""587428"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903333-3137","https://www.zillow.com/homes/vacaville-CA_rb/","","https://www.zillow.com/homedetails/1160-Araquipa-Ct-Vacaville-CA-95687/15705774_zpid/","Vacaville, CA 95687","Pre-foreclosure / auction","1160 Araquipa Ct,","","","","","","","5","https://www.zillow.com/vacaville-ca/5_p/","null","3","null","$373,738","$373,738","Single Family","1991","Forced air","Central","Single Family","4,486 sqft","null","4","5","6","{""targetDiv"":""gpt-ad-589dd1ee-1e8b-47f4-bb77-56959b08e39b"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1160 Araquipa Ct"",""bd"":""3"",""city"":""Vacaville"",""proptp"":""sfh"",""pid"":""15705774"",""lot"":""1"",""zestibuck"":""400-449k"",""listtp"":""buy_foreclosure"",""zguidh"":""-7045192812281196166"",""sqftrange"":""1000-1499"",""price"":""401869"",""sqft"":""1265"",""posting_url"":"""",""mlong"":""-121.989552"",""state"":""CA"",""park"":""yes"",""prange"":""400-449k"",""zip"":""95687"",""mlat"":""38.334994"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IStx5zq8dy61er.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1990-1999"",""zestimate"":""401869"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/vacaville-ca/6_p/","NEXT","https://www.zillow.com/vacaville-ca/7_p/","",""
"1572904390-3810","https://www.zillow.com/homes/vacaville-CA_rb/","","https://www.zillow.com/homedetails/353-Eagle-Ln-Vacaville-CA-95687/15716181_zpid/","Vacaville, CA 95687","Auction","353 Eagle Ln,","","","","","","","","","null","4","null","null","$534,849","Single Family","1990","Other","Central","Single Family","7,840 sqft","$2,850/mo","5","5","6","{""targetDiv"":""gpt-ad-0ccc2f78-5d28-4b1a-8da8-8c152811ef58"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""353 Eagle Ln"",""bd"":""4"",""fsbid"":""16886"",""city"":""Vacaville"",""proptp"":""sfh"",""pid"":""15716181"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""zguidh"":""-6799297310700985875"",""sqftrange"":""2500-2999"",""price"":""534849"",""sqft"":""2771"",""posting_url"":""http://www.auction.com/details/353-eagle-ln-vacaville-ca-95687-2860759-e_13911/?utm_source=zillow&utm_medium=feed&utm_campaign=trustee&utm_name=partner"",""mlong"":""-121.942519"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""95687"",""mlat"":""38.338298"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""1990-1999"",""zestimate"":""575083"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903199-3031","https://www.zillow.com/homes/vacaville-CA_rb/","","https://www.zillow.com/homedetails/0-Apn-0102-040-Vacaville-CA-95688/2085206798_zpid/","Vacaville, CA 95688","Lot/land","0 Apn # :0102-040-,","","","","","","","5","https://www.zillow.com/vacaville-ca/5_p/","null","160 acres","null","None","$288,000","null","null","null","null","null","null","$1,650/mo","6","6","8","{""targetDiv"":""gpt-ad-f51b6981-38b5-4d89-9401-31110b8790c5"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" :0102-040-"",""zip"":""95688"",""aamgnrc1"":""0 Apn"",""mlat"":""38.3875"",""bd"":""0"",""fsbid"":""15050"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvgs5qlhq3htv1000000000.jpg"",""zusr"":""true"",""city"":""Vacaville"",""proptp"":""lot"",""pid"":""2085206798"",""lot"":""11"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-6534616529008144944"",""premieragent"":""no"",""price"":""288000"",""posting_url"":"""",""mlong"":""-121.9866"",""state"":""CA"",""prange"":""250-299k""}}","null","null","null","null","NEXT","https://www.zillow.com/vacaville-ca/6_p/","NEXT","https://www.zillow.com/vacaville-ca/7_p/","",""
"1572903787-3492","https://www.zillow.com/homes/vacaville-CA_rb/","","https://www.zillow.com/homedetails/366-Samantha-Pl-Vacaville-CA-95687/15720844_zpid/","Vacaville, CA 95687","For sale","366 Samantha Pl,","","","","","4","https://www.zillow.com/vacaville-ca/4_p/","","","1,952","4","3","$470,001","$470,000","Single Family","1995","Other","Central","Single Family","4,356 sqft","$2,500/mo","5","6","8","{""targetDiv"":""gpt-ad-682bdea3-37be-4362-b0fb-f00251ec8097"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""366 Samantha Pl"",""bd"":""4"",""fsbid"":""13764"",""city"":""Vacaville"",""proptp"":""sfh"",""pid"":""15720844"",""lot"":""1"",""zestibuck"":""450-499k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""7773411969632445026"",""sqftrange"":""1500-1999"",""price"":""470000"",""sqft"":""1952"",""posting_url"":""http://www.homeresearch.com/Listing/Detail/146694?src=zillow"",""mlong"":""-121.958896"",""state"":""CA"",""park"":""yes"",""prange"":""450-499k"",""zip"":""95687"",""mlat"":""38.330164"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISf4gnckvadk4j1000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1990-1999"",""zestimate"":""470001"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903398-3190","https://www.zillow.com/homes/vacaville-CA_rb/","","https://www.zillow.com/homedetails/2024-Pinecrest-Ct-Vacaville-CA-95688/111921658_zpid/","Vacaville, CA 95688","Lot/land","2024 Pinecrest Ct,","","","","","","","5","https://www.zillow.com/vacaville-ca/5_p/","null","2.3 acres","null","None","$350,000","null","null","null","null","null","null","null","8","6","8","{""targetDiv"":""gpt-ad-3d9903ca-0dc7-4988-b9dc-3c72589ba3cc"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95688"",""aamgnrc1"":""2024 Pinecrest Ct"",""mlat"":""38.381002"",""bd"":""0"",""fsbid"":""13601"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfseuz9t94aue1000000000.jpg"",""zusr"":""true"",""city"":""Vacaville"",""proptp"":""lot"",""pid"":""111921658"",""lot"":""7"",""listtp"":""buy_agent"",""zguidh"":""4801766722730037448"",""premieragent"":""no"",""price"":""350000"",""posting_url"":""http://greathomes.org/mls/property/21922849"",""mlong"":""-121.994785"",""state"":""CA"",""prange"":""350-399k""}}","null","null","null","null","NEXT","https://www.zillow.com/vacaville-ca/6_p/","","","",""
"1572903769-3476","https://www.zillow.com/homes/vacaville-CA_rb/","","https://www.zillow.com/homedetails/118-Providence-Pl-Vacaville-CA-95687/15718841_zpid/","Vacaville, CA 95687","Pre-foreclosure","118 Providence Pl,","","","","","4","https://www.zillow.com/vacaville-ca/4_p/","","","null","3","null","$390,414","$390,414","Single Family","1979","Other","Central","Single Family","7,840 sqft","null","5","6","8","{""targetDiv"":""gpt-ad-35b908d4-411f-42a5-b05d-d1cee8217461"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""118 Providence Pl"",""bd"":""3"",""city"":""Vacaville"",""proptp"":""sfh"",""pid"":""15718841"",""lot"":""2"",""zestibuck"":""400-449k"",""listtp"":""buy_foreclosure"",""zguidh"":""3343240024374516283"",""sqftrange"":""1500-1999"",""price"":""419800"",""sqft"":""1508"",""posting_url"":"""",""mlong"":""-121.944188"",""state"":""CA"",""park"":""yes"",""prange"":""400-449k"",""zip"":""95687"",""mlat"":""38.331851"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1970-1979"",""zestimate"":""419800"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903126-2966","https://www.zillow.com/homes/vacaville-CA_rb/","","https://www.zillow.com/homedetails/0-Lewis-Rd-Elmira-CA-95625/2085832632_zpid/","Elmira, CA 95625","Lot/land","0 Lewis Rd,","","","","","","","5","https://www.zillow.com/vacaville-ca/5_p/","null","117.01 acres","null","None","$1,700,000","null","null","null","null","null","null","$1,600/mo","5","5","6","{""targetDiv"":""gpt-ad-a34c8bc2-c616-4c36-a5d6-52c0ca9e5c69"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95625"",""aamgnrc1"":""0 Lewis Rd"",""mlat"":""38.3485"",""bd"":""0"",""fsbid"":""14311"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS2ny88hzyw3oa1000000000.jpg"",""zusr"":""true"",""city"":""Elmira"",""proptp"":""lot"",""pid"":""2085832632"",""lot"":""11"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""2016833298151509345"",""premieragent"":""no"",""price"":""1700000"",""posting_url"":"""",""mlong"":""-121.9089"",""state"":""CA"",""prange"":""1_5-1_999m""}}","null","null","null","null","NEXT","https://www.zillow.com/vacaville-ca/6_p/","NEXT","https://www.zillow.com/vacaville-ca/7_p/","NEXT","https://www.zillow.com/vacaville-ca/8_p/"
"1572903753-3464","https://www.zillow.com/homes/vacaville-CA_rb/","","https://www.zillow.com/homedetails/556-Owl-Ct-Vacaville-CA-95687/15716203_zpid/","Vacaville, CA 95687","For sale","556 Owl Ct,","","","","","","","5","https://www.zillow.com/vacaville-ca/5_p/","1,657","3","3","$470,729","$449,977","Single Family","1988","Other","Central","Single Family","6,098 sqft","$2,400/mo","5","5","6","{""targetDiv"":""gpt-ad-31384379-91b5-4622-822c-a05081795ecc"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""556 Owl Ct"",""bd"":""3"",""fsbid"":""14311"",""city"":""Vacaville"",""proptp"":""sfh"",""pid"":""15716203"",""lot"":""2"",""zestibuck"":""450-499k"",""listtp"":""buy_agent"",""zguidh"":""-4946983269869471363"",""sqftrange"":""1500-1999"",""price"":""449977"",""sqft"":""1657"",""posting_url"":""http://www.mikewmartin.com"",""mlong"":""-121.943677"",""state"":""CA"",""park"":""yes"",""prange"":""400-449k"",""zip"":""95687"",""mlat"":""38.339931"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfkk5y9id01xi0000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1980-1989"",""zestimate"":""470729"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572904182-3682","https://www.zillow.com/homes/vacaville-CA_rb/","","https://www.zillow.com/homedetails/3-Lemon-Tree-Cir-Vacaville-CA-95687/2102555424_zpid/","Vacaville, CA 95687","For sale","3 Lemon Tree Cir,","2","https://www.zillow.com/vacaville-ca/2_p/","","","","","","","1,440","3","2","$103,335","$105,000","Mobile / Manufactured","1967","No Data","No Data","Mobile / Manufactured","$73","$2,200/mo","7","5","6","{""targetDiv"":""gpt-ad-085f1ada-47ca-404f-b744-e82d0a3c1441"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95687"",""aamgnrc1"":""3 Lemon Tree Cir"",""mlat"":""38.370629"",""bd"":""3"",""fsbid"":""13601"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjn9m3ctjkpf81000000000.jpg"",""zusr"":""true"",""city"":""Vacaville"",""proptp"":""mm"",""pid"":""2102555424"",""price_band"":""z100"",""yrblt"":""1960-1969"",""zestimate"":""103335"",""zestibuck"":""100-149k"",""listtp"":""buy_agent"",""zguidh"":""-8587606838265222112"",""premieragent"":""no"",""sqftrange"":""1000-1499"",""price"":""105000"",""sqft"":""1440"",""posting_url"":""http://greathomes.org/mls/property/21927052"",""mlong"":""-121.950339"",""state"":""CA"",""prange"":""100-149k""}}","null","null","null","null","","","","","",""
"1572904187-3684","https://www.zillow.com/homes/vacaville-CA_rb/","","https://www.zillow.com/homedetails/243-Laurelwood-Way-Vacaville-CA-95687/15720094_zpid/","Vacaville, CA 95687","For sale","243 Laurelwood Way,","2","https://www.zillow.com/vacaville-ca/2_p/","","","","","","","2,204","3","3","null","$488,000","Single Family","1989","Other","Central","Single Family","8,276 sqft","$2,450/mo","6","6","8","{""targetDiv"":""gpt-ad-c9113296-2542-4d7d-ad3c-0c4a8c83f7e3"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""243 Laurelwood Way"",""bd"":""3"",""fsbid"":""2877"",""city"":""Vacaville"",""proptp"":""sfh"",""pid"":""15720094"",""lot"":""2"",""zestibuck"":""450-499k"",""listtp"":""buy_agent"",""zguidh"":""2628648867683261696"",""sqftrange"":""2000-2499"",""price"":""488000"",""sqft"":""2204"",""posting_url"":""http://www.coldwellbanker.com/listingdetail/CBLDFBV4/"",""mlong"":""-121.96585"",""state"":""CA"",""park"":""yes"",""prange"":""450-499k"",""zip"":""95687"",""mlat"":""38.317652"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3znk3dtnhx4l1000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1980-1989"",""zestimate"":""488045"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903518-3282","https://www.zillow.com/homes/vacaville-CA_rb/","","https://www.zillow.com/homedetails/179-Wykoff-Dr-Vacaville-CA-95688/111929441_zpid/","Vacaville, CA 95688","Lot/land","179 Wykoff Dr,","","","","","","","5","https://www.zillow.com/vacaville-ca/5_p/","null","0.58 acres","null","None","$199,900","null","null","null","null","null","null","$1,650/mo","8","6","8","{""targetDiv"":""gpt-ad-d06a7e1b-92d4-45ea-a66a-03ddcd316e60"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95688"",""aamgnrc1"":""179 Wykoff Dr"",""mlat"":""38.357313"",""bd"":""0"",""fsbid"":""13601"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISmutdxpq5nom61000000000.jpg"",""zusr"":""true"",""city"":""Vacaville"",""proptp"":""lot"",""pid"":""111929441"",""lot"":""4"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-1422566267328700550"",""premieragent"":""no"",""price"":""199900"",""posting_url"":""http://greathomes.org/mls/property/21905081"",""mlong"":""-122.017446"",""state"":""CA"",""prange"":""150-199k""}}","null","null","null","null","NEXT","https://www.zillow.com/vacaville-ca/6_p/","","","",""
"1572903945-3585","https://www.zillow.com/homes/vacaville-CA_rb/","","https://www.zillow.com/homedetails/621-Beelard-Dr-Vacaville-CA-95687/15688727_zpid/","Vacaville, CA 95687","For sale","621 Beelard Dr,","","","3","https://www.zillow.com/vacaville-ca/3_p/","","","","","1,552","4","3","$354,087","$354,000","Condo","1978","Other","Central","Condo","$365/month","$2,200/mo","4","5","6","{""targetDiv"":""gpt-ad-d7366c5c-223f-48c1-a4be-173900cf3a0d"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""621 Beelard Dr"",""bd"":""4"",""fsbid"":""13601"",""city"":""Vacaville"",""proptp"":""cnd"",""pid"":""15688727"",""lot"":""1"",""zestibuck"":""350-399k"",""listtp"":""buy_agent"",""zguidh"":""1793812070806900674"",""sqftrange"":""1500-1999"",""price"":""354000"",""sqft"":""1552"",""posting_url"":""http://greathomes.org/mls/property/21925082"",""mlong"":""-121.961057"",""state"":""CA"",""park"":""yes"",""prange"":""350-399k"",""zip"":""95687"",""mlat"":""38.345197"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzjxegnx25vki0000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""1970-1979"",""zestimate"":""354087"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572904157-3673","https://www.zillow.com/homes/vacaville-CA_rb/","","https://www.zillow.com/homedetails/7909-Linda-Vista-Rd-Vacaville-CA-95688/79848434_zpid/","Vacaville, CA 95688","For sale","7909 Linda Vista Rd,","2","https://www.zillow.com/vacaville-ca/2_p/","","","","","","","2,820","4","4","null","$1,099,900","Single Family","2007","Other","Central","Single Family","5 acres","$3,700/mo","4","3","5","{""targetDiv"":""gpt-ad-6991622b-0ee9-404d-a9ab-124f68c5baa6"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""7909 Linda Vista Rd"",""bd"":""4"",""fsbid"":""14642"",""city"":""Vacaville"",""proptp"":""sfh"",""pid"":""79848434"",""lot"":""7,8"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""6934308408726324966"",""sqftrange"":""2500-2999"",""price"":""1099900"",""sqft"":""2820"",""posting_url"":"""",""mlong"":""-122.01236"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""95688"",""mlat"":""38.449914"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISbh762wxdpekl1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2000-2009"",""zestimate"":""1059251"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903678-3404","https://www.zillow.com/homes/vacaville-CA_rb/","","https://www.zillow.com/homedetails/66-Lemon-Tree-Cir-Vacaville-CA-95687/2124346628_zpid/","Vacaville, CA 95687","For sale","66 Lemon Tree Cir,","","","","","","","5","https://www.zillow.com/vacaville-ca/5_p/","1,248","2","2","$87,886","$89,000","Mobile / Manufactured","1976","Forced air","Central","Mobile / Manufactured","$71","$2,197/mo","7","5","6","{""targetDiv"":""gpt-ad-81d085dc-b188-4fae-bf98-4f317b46f8c7"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""66 Lemon Tree Cir"",""bd"":""2"",""fsbid"":""14311"",""city"":""Vacaville"",""proptp"":""mm"",""pid"":""2124346628"",""zestibuck"":""0-100k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""7227702714095427105"",""sqftrange"":""1000-1499"",""price"":""89000"",""sqft"":""1248"",""posting_url"":"""",""mlong"":""-121.9487"",""state"":""CA"",""prange"":""0-100k"",""zip"":""95687"",""mlat"":""38.37012"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISmqubdo80ubpz0000000000.jpg"",""zusr"":""true"",""price_band"":""z0"",""yrblt"":""1970-1979"",""zestimate"":""87886"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572904306-3744","https://www.zillow.com/homes/vacaville-CA_rb/","","https://www.zillow.com/homedetails/66-Del-Luz-Dr-Vacaville-CA-95687/69035174_zpid/","Vacaville, CA 95687","For sale","66 Del Luz Dr,","","","","","","","","","1,368","3","2","$165,960","$170,000","Mobile / Manufactured","2006","No Data","No Data","Mobile / Manufactured","$124","$1,425/mo","5","5","6","{""targetDiv"":""gpt-ad-5edee010-1ac0-4de9-8d82-8f4dc3c9817f"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95687"",""aamgnrc1"":""66 Del Luz Dr"",""mlat"":""38.381387"",""bd"":""3"",""fsbid"":""13601"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfk8srymxsy4r0000000000.jpg"",""zusr"":""true"",""city"":""Vacaville"",""proptp"":""mm"",""pid"":""69035174"",""price_band"":""z100"",""yrblt"":""2000-2009"",""zestimate"":""165960"",""zestibuck"":""150-199k"",""listtp"":""buy_agent"",""zguidh"":""-1080029825743076376"",""premieragent"":""no"",""sqftrange"":""1000-1499"",""price"":""170000"",""sqft"":""1368"",""posting_url"":""http://greathomes.org/mls/property/21927620"",""mlong"":""-121.931548"",""state"":""CA"",""prange"":""150-199k""}}","null","null","null","null","","","","","",""
"1572904139-3665","https://www.zillow.com/homes/vacaville-CA_rb/","","https://www.zillow.com/homedetails/3415-Digger-Pine-Rdg-Winters-CA-95694/15694164_zpid/","Winters, CA 95694","For sale","3415 Digger Pine Rdg,","2","https://www.zillow.com/vacaville-ca/2_p/","","","","","","","1,408","3","2","$655,435","$680,000","Single Family","1977","Other","No Data","Single Family","20.06 acres","$2,295/mo","4","3","5","{""targetDiv"":""gpt-ad-3426bd6a-84a4-4a22-9a6a-5a8db6640e98"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""3415 Digger Pine Rdg"",""bd"":""3"",""fsbid"":""13601"",""city"":""Winters"",""proptp"":""sfh"",""pid"":""15694164"",""lot"":""10"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-26245919017850350"",""sqftrange"":""1000-1499"",""price"":""680000"",""sqft"":""1408"",""posting_url"":""http://greathomes.org/mls/property/21908395"",""mlong"":""-122.044514"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""95694"",""mlat"":""38.496234"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7uiw6gphi4eu1000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""1970-1979"",""zestimate"":""655435"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
