web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount,next_page6,next_page6-href,next_page7,next_page7-href,next_page8,next_page8-href,next_page9,next_page9-href
"1572917650-8464","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/1142-Latham-Ct-Brentwood-CA-94513/50915707_zpid/","Brentwood, CA 94513","For sale","1142 Latham Ct,","","","3","https://www.zillow.com/brentwood-ca/3_p/","","","","","2,712","4","3","$629,002","$629,000","Single Family","2000","Forced air","Central","Single Family","7,701 sqft","$3,000/mo","6","7","9","{""targetDiv"":""gpt-ad-a3775a61-5b3e-4c81-a4c6-932c1967a761"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1142 Latham Ct"",""bd"":""4"",""fsbid"":""14106"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""50915707"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""1438173765344807032"",""sqftrange"":""2500-2999"",""price"":""629000"",""sqft"":""2712"",""posting_url"":"""",""mlong"":""-121.715257"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94513"",""mlat"":""37.948948"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzng0pso23dm10000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2000-2009"",""zestimate"":""629002"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916741-7929","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/community/terrene/2082357094_zpid/","Brentwood, CA 94513","New construction","Lot #00901, Terrene,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","2,996","4","4","None","$639,990","Single Family","2019","No Data","No Data","Single Family","No Data","null","4","6","7","{""targetDiv"":""gpt-ad-b4eb47c2-d260-4080-b810-39837216309f"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" AQ6OS0"",""aamgnrc1"":""285 Bear Creek Dr"",""bd"":""4"",""fsbid"":""11274"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""2083859504"",""zestibuck"":""600-699k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2500-2999"",""price"":""639990"",""sqft"":""2996"",""posting_url"":""https://www.pulte.com/homes/california/bay-area/brentwood/terrene-210197?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=43285&nhf_listing_type=community&utm_term=comm_Terrene&utm_campaign=Brentwood%2FCA"",""state"":""CA"",""mlong"":""-121.692167"",""cnty"":""Contra_Costa"",""prange"":""600-699k"",""zip"":""94513"",""mlat"":""37.945958"",""plid"":""14134947"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISneduustv1esn1000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""639992"",""premieragent"":""no"",""builderChatId"":""11274-819411"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","NEXT","https://www.zillow.com/brentwood-ca/7_p/","NEXT","https://www.zillow.com/brentwood-ca/8_p/","",""
"1572917911-8572","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/1885-Gemina-Way-Brentwood-CA-94513/2082175016_zpid/","Brentwood, CA 94513","New construction","1885 Gemina Way,","","","","","","","","","3,021","5","4","$709,342","$709,338","Single Family","No Data","No Data","No Data","Single Family","No Data","null","6","8","7","{""targetDiv"":""gpt-ad-955d5964-6264-4ff9-bb74-7fb1dacdfaca"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1885 Gemina Way"",""bd"":""5"",""fsbid"":""13050"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""2082175016"",""zestibuck"":""700-799k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""3000-3499"",""price"":""709338"",""sqft"":""3021"",""posting_url"":""https://www.khov.com/find-new-homes/california/brentwood/94531/k-hovnanian-homes/2700-empire?ref=ZLO"",""state"":""CA"",""mlong"":""-121.732359"",""cnty"":""Contra_Costa"",""prange"":""700-799k"",""zip"":""94513"",""mlat"":""37.964668"",""plid"":""13414524"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnmby6is6zewv0000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""zestimate"":""709342"",""premieragent"":""no"",""builderChatId"":""13050-813715"",""dma"":""37""}}","null","null","null","null","","","","","","","",""
"1572916755-7937","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/community/2700-empire/2083378604_zpid/","Brentwood, CA 94513","New construction","2690 Claudia Ln,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","2,960","4","3","None","$667,338","Single Family","2019","No Data","No Data","Single Family","No Data","null","6","8","7","{""targetDiv"":""gpt-ad-9b288587-6b43-4052-949b-4ff94486658f"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" TKVDRX"",""aamgnrc1"":""Empire Avenue & Claudia Ln"",""bd"":""4"",""fsbid"":""13050"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""2083896792"",""zestibuck"":""600-699k"",""listtp"":""buy_builder_community"",""stale"":""yes"",""zguidh"":""1805368842246238228"",""sqftrange"":""2500-2999"",""price"":""667338"",""sqft"":""2960"",""posting_url"":""https://www.khov.com/find-new-homes/california/brentwood/94531/k-hovnanian-homes/2700-empire?ref=ZLO"",""state"":""CA"",""mlong"":""-121.732359"",""cnty"":""Alameda"",""prange"":""600-699k"",""zip"":""94531"",""mlat"":""37.964668"",""plid"":""13414524"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS2337ikpjtrp60000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""667338"",""premieragent"":""no"",""builderChatId"":""13050-813715"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","NEXT","https://www.zillow.com/brentwood-ca/7_p/","NEXT","https://www.zillow.com/brentwood-ca/8_p/","",""
"1572918005-8596","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/281-Honeysuckle-Ct-Brentwood-CA-94513/68035272_zpid/","Brentwood, CA 94513","For sale","281 Honeysuckle Ct,","","","","","","","","","2,109","4","3","$540,103","$540,000","Single Family","2003","Forced air","Central","Single Family","4,303 sqft","$2,800/mo","7","6","7","{""targetDiv"":""gpt-ad-0fb695f1-262a-43c2-b00f-2426eab07589"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""281 Honeysuckle Ct"",""bd"":""4"",""fsbid"":""15263"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""68035272"",""lot"":""1"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""-1280362627697154958"",""sqftrange"":""2000-2499"",""price"":""540000"",""sqft"":""2109"",""posting_url"":"""",""mlong"":""-121.68708"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94513"",""mlat"":""37.929557"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS337iha7uk5zp1000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2000-2009"",""zestimate"":""540103"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917100-8146","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/1933-Decanter-Cir-Brentwood-CA-94513/95422616_zpid/","Brentwood, CA 94513","New construction","1933 Decanter Cir,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","3,596","5","5","$976,892","$985,000","Single Family","2019","No Data","No Data","Single Family","10,351 sqft","null","7","8","9","{""targetDiv"":""gpt-ad-e05c07fd-e6d7-4a19-a8c9-8466c29d4317"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1933 Decanter Cir"",""bd"":""5"",""fsbid"":""13022"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""95422616"",""lot"":""2"",""zestibuck"":""900-999k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""3500-3999"",""price"":""985000"",""sqft"":""3596"",""posting_url"":""https://www.sheahomes.com/new-homes/california/bay-area/brentwood/lark-hill/plan-3/?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=553754&nhf_listing_type=plan&utm_term=plan_Plan3&utm_campaign=Brentwood%2FCA"",""state"":""CA"",""mlong"":""-121.727354"",""cnty"":""Contra_Costa"",""prange"":""900-999k"",""zip"":""94513"",""mlat"":""37.898824"",""plid"":""14731645"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISbt83qpxn4htf0000000000.jpg"",""zusr"":""true"",""price_band"":""z900"",""yrblt"":""2010-2019"",""zestimate"":""976892"",""premieragent"":""no"",""builderChatId"":""13022-807132"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","","","","","",""
"1572917159-8183","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/1064-Pomerol-Cir-Brentwood-CA-94513/95376199_zpid/","Brentwood, CA 94513","For sale","1064 Pomerol Cir,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","1,737","2","2","$735,000","$735,000","Single Family","2014","Forced air","Central","Single Family","5,837 sqft","null","7","8","9","{""targetDiv"":""gpt-ad-399a796b-3f59-4bd5-8308-8678dcd3731d"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1064 Pomerol Cir"",""bd"":""2"",""fsbid"":""14106"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""95376199"",""lot"":""2"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""-5306674028756687251"",""sqftrange"":""1500-1999"",""price"":""735000"",""sqft"":""1737"",""posting_url"":""http://carolynyoung.com"",""mlong"":""-121.732033"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94513"",""mlat"":""37.909255"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnycns0g1mp4l0000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""2010-2019"",""zestimate"":""735000"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917696-8483","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/2377-Boulder-St-Brentwood-CA-94513/67705593_zpid/","Brentwood, CA 94513","For sale","2377 Boulder St,","2","https://www.zillow.com/brentwood-ca/2_p/","","","","","","","3,811","4","4","$699,004","$770,000","Single Family","2004","Forced air","Central","Single Family","0.27 acres","$3,500/mo","6","8","9","{""targetDiv"":""gpt-ad-f03f8889-3571-4252-857f-a8cc96674d51"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2377 Boulder St"",""bd"":""4"",""fsbid"":""14311"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""67705593"",""lot"":""3"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""3162541171475416828"",""sqftrange"":""3500-3999"",""price"":""770000"",""sqft"":""3811"",""posting_url"":"""",""mlong"":""-121.725789"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94513"",""mlat"":""37.961225"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzjhmzukezkdw0000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2000-2009"",""zestimate"":""699004"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572918014-8598","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/16711-Marsh-Creek-Rd-TRLR-35-Clayton-CA-94517/2082147655_zpid/","Clayton, CA 94517","For sale","16711 Marsh Creek Rd TRLR 35,","","","","","","","","","--","3","2","None","$220,000","Mobile / Manufactured","2016","Forced air","Central","Mobile / Manufactured","No Data","null","7","8","9","{""targetDiv"":""gpt-ad-9997bccf-f8ed-49e2-b45c-ab9a6b7bcf04"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Trlr 35"",""zip"":""94517"",""aamgnrc1"":""16711 Marsh Creek Rd"",""mlat"":""37.895433"",""bd"":""3"",""fsbid"":""15647"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfgt5lxkvbu251000000000.jpg"",""zusr"":""true"",""city"":""Clayton"",""proptp"":""mm"",""pid"":""2082147655"",""yrblt"":""2010-2019"",""listtp"":""buy_agent"",""zguidh"":""-3355712150665700146"",""premieragent"":""no"",""price"":""220000"",""oh"":""yes"",""posting_url"":""http://www.mystatemls.com/property/10652778"",""mlong"":""-121.796127"",""state"":""CA"",""prange"":""200-249k""}}","null","null","null","null","","","","","","","",""
"1572916474-7767","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/0-Empire-Brentwood-CA-94513/2083918893_zpid/","Brentwood, CA 94513","Lot/land","0 Empire,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","null","1.26 acres","null","None","$700,000","null","null","null","null","null","null","$2,084/mo","7","6","7","{""targetDiv"":""gpt-ad-977e7cea-6546-4ea9-a3d1-1e0fb59527f7"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94513"",""aamgnrc1"":""0 Empire"",""mlat"":""37.932324"",""bd"":""0"",""fsbid"":""15263"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISijm546e7zxz41000000000.jpg"",""zusr"":""true"",""city"":""Brentwood"",""proptp"":""lot"",""pid"":""2083918893"",""lot"":""6"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-3517816396575706760"",""premieragent"":""no"",""price"":""700000"",""posting_url"":"""",""mlong"":""-121.68497"",""state"":""CA"",""prange"":""700-799k""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","NEXT","https://www.zillow.com/brentwood-ca/7_p/","NEXT","https://www.zillow.com/brentwood-ca/8_p/","NEXT","https://www.zillow.com/brentwood-ca/9_p/"
"1572916750-7933","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/community/trilogy-at-vineyards/2085742095_zpid/","Brentwood, CA 94513","New construction","Buildable plan: Vendange, Trilogy at The Vineyards,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","2,340","2","3","$747,580","$758,499","Single Family","2019","No Data","No Data","Single Family","No Data","null","7","8","9","{""targetDiv"":""gpt-ad-f09913cd-f4de-4cac-a1ae-327bd8516ae5"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" FAD3SE"",""aamgnrc1"":""1700 Trilogy Pkwy"",""bd"":""2"",""fsbid"":""13022"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""2085742095"",""zestibuck"":""700-799k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2000-2499"",""price"":""758499"",""sqft"":""2340"",""posting_url"":""https://www.sheahomes.com/new-homes/california/bay-area/brentwood/trilogy-at-the-vineyards/vendange/"",""state"":""CA"",""mlong"":""-121.729386"",""cnty"":""Contra_Costa"",""prange"":""700-799k"",""zip"":""94513"",""mlat"":""37.898937"",""plid"":""4345"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISy3tsjudyhlfj1000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""2010-2019"",""zestimate"":""747580"",""premieragent"":""no"",""builderChatId"":""13022-807195"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","NEXT","https://www.zillow.com/brentwood-ca/7_p/","NEXT","https://www.zillow.com/brentwood-ca/8_p/","",""
"1572917925-8577","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/224-Sespe-Creek-Ave-Brentwood-CA-94513/2083564584_zpid/","Brentwood, CA 94513","New construction","224 Sespe Creek Ave,","","","","","","","","","2,816","5","3","$642,154","$640,987","Single Family","2019","No Data","No Data","Single Family","No Data","null","4","6","7","{""targetDiv"":""gpt-ad-619b389c-1e51-4831-9cf7-b3285228a8d4"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""224 Sespe Creek Ave"",""bd"":""5"",""fsbid"":""11274"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""2083564584"",""zestibuck"":""600-699k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2500-2999"",""price"":""640987"",""sqft"":""2816"",""posting_url"":""https://www.pulte.com/homes/california/bay-area/brentwood/terrene-210197?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=43285&nhf_listing_type=community&utm_term=comm_Terrene&utm_campaign=Brentwood%2FCA"",""state"":""CA"",""mlong"":""-121.693943"",""cnty"":""Contra_Costa"",""prange"":""600-699k"",""zip"":""94513"",""mlat"":""37.945412"",""plid"":""14134947"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfghc6ds5ibns0000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""642154"",""premieragent"":""no"",""builderChatId"":""11274-819411"",""dma"":""37""}}","null","null","null","null","","","","","","","",""
"1572917377-8320","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/563-Quindell-Way-Brentwood-CA-94513/58493467_zpid/","Brentwood, CA 94513","For sale","563 Quindell Way,","","","","","4","https://www.zillow.com/brentwood-ca/4_p/","","","1,734","2","2","$509,900","$509,900","Single Family","2002","Forced air","Central","Single Family","7,000 sqft","null","7","8","9","{""targetDiv"":""gpt-ad-ecaf9074-60e3-464d-b74d-279026c5905b"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""563 Quindell Way"",""bd"":""2"",""fsbid"":""14311"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""58493467"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""2544097136439734760"",""sqftrange"":""1500-1999"",""price"":""509900"",""sqft"":""1734"",""posting_url"":"""",""mlong"":""-121.719756"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94513"",""mlat"":""37.916761"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvw8trsglxuli1000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2000-2009"",""zestimate"":""509900"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917983-8591","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/2690-Alexia-Ln-Brentwood-CA-94513/2082157714_zpid/","Brentwood, CA 94513","New construction","2690 Alexia Ln,","","","","","","","","","2,960","4","3","$677,383","$677,380","Single Family","No Data","No Data","No Data","Single Family","No Data","null","6","8","7","{""targetDiv"":""gpt-ad-ec5062c7-4973-4ab4-9fe4-3ca9b7f056b0"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2690 Alexia Ln"",""bd"":""4"",""fsbid"":""13050"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""2082157714"",""zestibuck"":""600-699k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2500-2999"",""price"":""677380"",""sqft"":""2960"",""posting_url"":""https://www.khov.com/find-new-homes/california/brentwood/94531/k-hovnanian-homes/2700-empire?ref=ZLO"",""state"":""CA"",""mlong"":""-121.732359"",""cnty"":""Contra_Costa"",""prange"":""600-699k"",""zip"":""94513"",""mlat"":""37.964668"",""plid"":""13414524"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISbdgmtxiy2buu0000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""zestimate"":""677383"",""premieragent"":""no"",""builderChatId"":""13050-813715"",""dma"":""37""}}","null","null","null","null","","","","","","","",""
"1572917280-8259","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/1921-Decanter-Cir-Brentwood-CA-94513/95427533_zpid/","Brentwood, CA 94513","New construction","1921 Decanter Cir,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","4,403","4","4","$1,035,201","$1,049,000","Single Family","2019","No Data","No Data","Single Family","9,951 sqft","null","7","8","9","{""targetDiv"":""gpt-ad-ec8ad11e-c748-4d26-aa62-796c7edecccd"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1921 Decanter Cir"",""bd"":""4"",""fsbid"":""13022"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""95427533"",""lot"":""2"",""zestibuck"":""1-1_499m"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""4000-4499"",""price"":""1049000"",""sqft"":""4403"",""posting_url"":""https://www.sheahomes.com/new-homes/california/bay-area/brentwood/lark-hill/plan-2/?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=553753&nhf_listing_type=plan&utm_term=plan_Plan2&utm_campaign=Brentwood%2FCA"",""state"":""CA"",""mlong"":""-121.72708"",""cnty"":""Alameda"",""prange"":""1-1_499m"",""zip"":""94513"",""mlat"":""37.89838"",""plid"":""14731645"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjja8uusl1g8c0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1035201"",""premieragent"":""no"",""builderChatId"":""13022-807132"",""dma"":""37""}}","null","null","null","null","","","","","","","",""
"1572916971-8067","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/672-Baldwin-Dr-Brentwood-CA-94513/50915565_zpid/","Brentwood, CA 94513","For sale","672 Baldwin Dr,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","2,222","2","3","$636,519","$639,000","Single Family","2000","Forced air","Central","Single Family","7,000 sqft","$2,850/mo","7","8","9","{""targetDiv"":""gpt-ad-abe8b5f3-7bac-411b-b999-b05dd2174e93"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""672 Baldwin Dr"",""bd"":""2"",""fsbid"":""15263"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""50915565"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""2423007095528915537"",""sqftrange"":""2000-2499"",""price"":""639000"",""sqft"":""2222"",""posting_url"":"""",""mlong"":""-121.724894"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94513"",""mlat"":""37.912804"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISz3dg3505bqae1000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2000-2009"",""zestimate"":""636519"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","","","","","",""
"1572917965-8587","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/1331-Panwood-Ct-Brentwood-CA-94513/50915660_zpid/","Brentwood, CA 94513","For sale","1331 Panwood Ct,","","","","","","","","","3,338","5","3","$737,424","$729,900","Single Family","1999","Forced air","Central","Single Family","5,370 sqft","null","6","7","9","{""targetDiv"":""gpt-ad-f1a329a6-48b9-4046-a0f5-1d9e8141c478"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1331 Panwood Ct"",""bd"":""5"",""fsbid"":""15263"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""50915660"",""lot"":""1"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""2527797473397240749"",""sqftrange"":""3000-3499"",""price"":""729900"",""sqft"":""3338"",""posting_url"":"""",""mlong"":""-121.719727"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94513"",""mlat"":""37.949739"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnainthiy78ru0000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""1990-1999"",""zestimate"":""737424"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
