web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572908678-1577","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/461-Pepper-Ln-Petaluma-CA-94952/15823724_zpid/","Petaluma, CA 94952","For sale","461 Pepper Ln,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","2,860","3","3","$1,270,802","$1,299,000","Single Family","2000","Radiant","Other, Solar","10 spaces","5 acres","$3,200/mo","9","6","8","Other, Solar","Composition","null","null","$11,409"
"1572907843-1338","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/179-King-Rd-Petaluma-CA-94952/15823471_zpid/","Petaluma, CA 94952","For sale","179 King Rd,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","1,947","3","2","$1,128,929","$1,145,000","Single Family","1960","None","No Data","Off street, Attached Garage","0.82 acres","$2,800/mo","9","6","8","null","Composition","null","null","$1,867"
"1572908207-1458","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/414-1st-St-Petaluma-CA-94952/83157077_zpid/","Petaluma, CA 94952","For sale","414 1st St,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","1,471","2","3","$654,505","$654,500","Condo","2009","Forced air","Central","1 space","$385/month","$2,700/mo","6","6","8","null","No","null","null","$5,129"
"1572909377-1703","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/6701-Red-Hill-Rd-Petaluma-CA-94952/2082243485_zpid/","Petaluma, CA 94952","For sale","6701 Red Hill Rd,","","","","","","","--","6","2","null","$6,900,000","Single Family","No Data","No Data","No Data","No Data","772 acres","null","NA","6","8","null","No","null","null","null"
"1572909500-1734","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1614-Calle-Ranchero-Petaluma-CA-94954/15768786_zpid/","null","null","null","","","","","","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1572907304-1183","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1741-E-Madison-St-Petaluma-CA-94954/15847326_zpid/","Petaluma, CA 94954","Pre-foreclosure","1741 E Madison St,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","null","4","null","$508,271","$508,271","Single Family","1969","None","No Data","No Data","6,098 sqft","null","5","6","8","null","No","null","null","$7,599"
"1572908137-1435","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/5463-Hillsborough-Dr-Petaluma-CA-94954/15834310_zpid/","Petaluma, CA 94954","Pre-foreclosure","5463 Hillsborough Dr,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","3,300","4","5","$1,091,504","$1,091,504","Single Family","1986","Forced air","Central, Solar","5 spaces","12.8 acres","null","7","6","8","Central, Solar","Tile","null","null","$18,025"
"1572908499-1516","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/901-Wood-Sorrel-Dr-Petaluma-CA-94954/15835330_zpid/","Petaluma, CA 94954","For sale","901 Wood Sorrel Dr,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","1,276","3","2","null","$549,000","Single Family","1987","Other","No Data","2 spaces","5,227 sqft","$2,700/mo","8","6","8","null","Composition","null","null","$5,721"
"1572907524-1232","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/(undisclosed-Address)-Petaluma-CA-94954/2088338189_zpid/","Petaluma, CA 94954","For sale","(undisclosed Address),","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","1,785","4","2","None","$650,000","Single Family","1969","No Data","No Data","No Data","6,098 sqft","null","4","6","8","null","No","null","null","null"
"1572908958-1659","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/2590-Chileno-Valley-Rd-Petaluma-CA-94952/2083038285_zpid/","Petaluma, CA 94952","Lot/land","2590 Chileno Valley Rd,","","","","","","","null","49.35 acres","null","None","$3,750,000","null","null","null","null","null","null","$3,000/mo","NA","6","8","null","null","null","null","null"
"1572908933-1652","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/210-Dogwood-Ct-Petaluma-CA-94952/15772231_zpid/","Petaluma, CA 94952","For sale","210 Dogwood Ct,","","","","","","","2,750","5","3","$1,107,586","$1,100,000","Single Family","1993","Other","No Data","2 spaces","10,018 sqft","$3,729/mo","8","6","8","null","No","null","null","$5,427"
"1572904985-1080","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1008-E-Sunnyslope-Rd-Petaluma-CA-94952/15772172_zpid/","Petaluma, CA 94952","Pre-foreclosure","1008 E Sunnyslope Rd,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","null","3","null","$803,837","$803,837","Single Family","1986","None","No Data","No Data","0.45 acres","null","8","6","8","null","No","null","null","$9,434"
"1572908183-1449","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1622-Oneel-Dr-Petaluma-CA-94954/15834125_zpid/","Petaluma, CA 94954","For sale","1622 Oneel Dr,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","1,600","4","2","null","$675,000","Single Family","1975","None","No Data","No Data","6,534 sqft","$2,900/mo","4","6","8","null","No","null","null","$7,267"
"1572908945-1656","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/146-Acorn-Dr-Petaluma-CA-94952/15751382_zpid/","Petaluma, CA 94952","For sale","146 Acorn Dr,","","","","","","","1,064","2","2","$399,903","$399,900","Condo","1983","Radiant, Wall","None","2 spaces","$470/month","$2,305/mo","4","8","null","null","Shake/Shingle","null","null","$2,750"
"1572908993-1666","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/50-Chapman-Ln-Petaluma-CA-94952/15771473_zpid/","Petaluma, CA 94952","For sale","50 Chapman Ln,","","","","","","","1,504","3","1","$848,272","$849,000","Single Family","1950","Forced air","Solar","4 spaces","0.4 acres","$2,900/mo","7","6","8","Solar","Composition","null","null","$9,261"
"1572908476-1510","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/735-El-Paseo-Dr-Petaluma-CA-94952/15751552_zpid/","Petaluma, CA 94952","For sale","735 El Paseo Dr,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","3,222","5","3","$1,295,009","$1,295,000","Single Family","2003","Forced air","Central, Other","2 spaces","0.27 acres","$4,421/mo","4","6","8","null","Composition","null","null","$9,692"
"1572908796-1612","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/2485-Middle-Two-Rock-Rd-LOT-2525-Petaluma-CA-94952/2082335671_zpid/","Petaluma, CA 94952","For sale","2485 Middle Two Rock Rd LOT 2525,","","","","","","","6,218","4","6","None","$3,995,000","Single Family","2017","No Data","No Data","No Data","40 acres","null","7","6","8","null","Tile","null","null","null"
"1572904702-981","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/12300-Pt-Reyes-Petaluma-Rd-Nicasio-CA-94946/2087888360_zpid/","Nicasio, CA 94946","Lot/land","12300 Pt Reyes Petaluma Rd,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","null","15 acres","null","null","$1,498,000","null","null","null","null","null","null","$2,700/mo","10","9","null","null","Lake","null","Elec Avail, Phone Yes","null"
"1572909218-1668","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/531-Hawk-Dr-Petaluma-CA-94954/51604979_zpid/","Petaluma, CA 94954","For sale","531 Hawk Dr,","","","","","","","2,407","3","3","$950,007","$950,000","Single Family","2000","Other","No Data","No Data","7,840 sqft","$3,500/mo","5","6","8","null","Tile","null","null","$7,721"
"1572909392-1706","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/815-Mckillop-Ct-Petaluma-CA-94954/15833885_zpid/","Petaluma, CA 94954","For sale","815 Mckillop Ct,","","","","","","","2,262","5","3","null","$699,000","Single Family","1971","None","No Data","No Data","8,712 sqft","$3,400/mo","4","6","8","null","No","null","null","$1,712"
"1572904228-822","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1413-Mauro-Pietro-Dr-Petaluma-CA-94954/300266811_zpid/","Petaluma, CA 94954","New construction","1413 Mauro Pietro Dr,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","1,818","4","3","$767,902","$767,900","Single Family","No Data","Forced air","Central","Single Family","3,312 sqft","null","8","6","8","Forced air","Yes","null","null","$2,157"
"1572909301-1687","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1935-Granite-Valley-Way-Petaluma-CA-94954/51603929_zpid/","Petaluma, CA 94954","Foreclosure","1935 Granite Valley Way,","","","","","","","3,132","5","4","null","$800,000","Single Family","2000","Other","Central","No Data","8,712 sqft","$3,800/mo","7","6","8","null","Tile","null","null","$11,114"
"1572904852-1034","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1832-Wisteria-Cir-Petaluma-CA-94954/15836528_zpid/","Petaluma, CA 94954","Pre-foreclosure / auction","1832 Wisteria Cir,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","null","3","null","$422,725","$422,725","Mobile / Manufactured","1996","Other","No Data","No Data","null","null","8","6","8","null","No","null","null","$2,933"
"1572907237-1166","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/4880-Bodega-Ave-Petaluma-CA-94952/2083724247_zpid/","Petaluma, CA 94952","Lot/land","4880 Bodega Ave,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","null","10 acres","null","null","$1,095,000","null","null","null","null","null","null","$2,150/mo","7","6","8","null","Residential, Agricultural","null","Cable Available","null"
"1572908068-1410","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/317-Hill-Blvd-Petaluma-CA-94952/96067241_zpid/","Petaluma, CA 94952","Lot/land","317 Hill Blvd,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","null","2.03 acres","null","None","$399,000","null","null","null","null","null","null","null","4","6","8","null","Panoramic, Mountain, Lights","null","City","$749"
"1572905167-1145","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/705-Marin-Way-Petaluma-CA-94952/15751727_zpid/","Petaluma, CA 94952","Pre-foreclosure","705 Marin Way,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","null","2","null","$402,824","$402,824","Single Family","1947","None","No Data","No Data","4,791 sqft","null","6","6","8","null","No","null","null","$2,928"
"1572909460-1722","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/720-Petaluma-Blvd-S-APT-30-Petaluma-CA-94952/15755899_zpid/","null","null","null","","","","","","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1572908968-1662","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/750-Sonoma-Mountain-Rd-Petaluma-CA-94954/2084252415_zpid/","Petaluma, CA 94954","For sale","750 Sonoma Mountain Rd,","","","","","","","8,200","5","5","null","$17,950,000","Single Family","No Data","No Data","No Data","No Data","350 acres","$2,600/mo","7","6","8","null","No","null","null","null"
"1572908574-1544","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/449-Hawk-Dr-Petaluma-CA-94954/2082461062_zpid/","Petaluma, CA 94954","For sale","449 Hawk Dr,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","3,339","5","5","null","$960,000","Single Family","2004","No Data","Central","No Data","7,405 sqft","$3,500/mo","7","6","8","null","Composition","null","null","null"
"1572905181-1147","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/community/mill-creek-at-brody-ranch/2086374703_zpid/","Petaluma, CA 94954","New construction","Buildable plan: Residence 4, Mill Creek at Brody Ranch,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","1,102","3","2","$474,128","$483,000","Townhouse","2019","Wall","Wall","Townhouse","No Data","null","8","6","8","Wall","Yes","null","null","null"
"1572907710-1292","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/740-Keller-Ct-Petaluma-CA-94952/241873699_zpid/","Petaluma, CA 94952","For sale","740 Keller Ct,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","1,400","2","3","$1,106,426","$1,119,000","Single Family","2018","Radiant","No Data","No Data","2,178 sqft","$3,733/mo","6","6","8","null","Metal","null","null","$11,207"
"1572908562-1538","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/12-Oakwood-Dr-Petaluma-CA-94954/2127043678_zpid/","Petaluma, CA 94954","For sale","12 Oakwood Dr,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","1,248","2","2","$177,388","$179,500","Mobile / Manufactured","2019","No Data","No Data","No Data","$144","$2,403/mo","5","6","8","null","Composition","null","null","null"
"1572909318-1690","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/6-Colinda-Dr-Petaluma-CA-94952/15755489_zpid/","Petaluma, CA 94952","For sale","6 Colinda Dr,","","","","","","","1,338","3","2","$775,004","$775,000","Single Family","1956","Forced air","None","4 spaces","5,227 sqft","$2,850/mo","8","6","8","null","Other","null","null","$6,466"
"1572904260-836","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/10-Oak-Knoll-Ct-Petaluma-CA-94952/300266032_zpid/","Petaluma, CA 94952","New construction","10 Oak Knoll Ct,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","3,342","4","4","$1,605,289","$1,610,000","Single Family","2019","No Data","No Data","Single Family","0.27 acres","null","6","6","8","Stucco, Wood","Tile","null","null","$1,667"
"1572907887-1353","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/7610-Valley-Ford-Rd-Petaluma-CA-94952/250021248_zpid/","Petaluma, CA 94952","For sale","7610 Valley Ford Rd,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","1,259","2","2","$1,748,906","$1,750,000","Single Family","1915","None","No Data","5 spaces","23.75 acres","$2,850/mo","6","6","8","null","No","null","null","$11,122"
"1572904318-859","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/3650-Old-Adobe-Rd-Petaluma-CA-94954/2089171031_zpid/","Petaluma, CA 94954","Lot/land","3650 Old Adobe Rd,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","null","93.19 acres","null","null","$2,100,000","null","null","null","null","null","null","$2,400/mo","7","6","8","null","Vineyard","null","Elec @ Lot Line, Elec @ Street","null"
"1572904499-919","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1414-Mauro-Pietro-Dr-200-Petaluma-CA-94954/2085825712_zpid/","Petaluma, CA 94954","New construction","1414 Mauro Pietro Dr # 200,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","880","2","2","None","$456,500","Townhouse","2019","Wall","Wall","Townhouse","No Data","null","8","6","8","Wall","Yes","null","null","null"
