web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,page6,page6-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572920062-9953","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/3917-Hidden-Grove-Ln-Concord-CA-94519/68040020_zpid/","Concord, CA 94519","For sale","3917 Hidden Grove Ln,","2","https://www.zillow.com/concord-ca/2_p/","","","","","","","","","1,651","3","3","$544,526","$543,496","Single Family","2005","Forced air","Central","Single Family","3,850 sqft","null","9","2","6","No Data","null","null","null","null"
"1572919751-9674","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1201-Monument-Blvd-SPC-15-Concord-CA-94520/2083924523_zpid/","Concord, CA 94520","For sale","1201 Monument Blvd SPC 15,","","","","","4","https://www.zillow.com/concord-ca/4_p/","","","","","1,440","2","2","$219,068","$219,000","Mobile / Manufactured","No Data","No Data","No Data","Mobile / Manufactured","$152","$2,500/mo","3","1","4","{""targetDiv"":""gpt-ad-d4e35b6e-5d5c-4e24-97e2-8a998700fc23"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Spc 15"",""aamgnrc1"":""1201 Monument Blvd"",""bd"":""2"",""fsbid"":""14106"",""city"":""Concord"",""proptp"":""mm"",""pid"":""2083924523"",""zestibuck"":""200-249k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-4380881854268015250"",""sqftrange"":""1000-1499"",""price"":""219000"",""sqft"":""1440"",""posting_url"":"""",""mlong"":""-122.051703"",""state"":""CA"",""prange"":""200-249k"",""zip"":""94520"",""mlat"":""37.951161"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzfelhgx7aj3v1000000000.jpg"",""zusr"":""true"",""price_band"":""z200"",""hood"":""Four_Corners"",""zestimate"":""219068"",""premieragent"":""no""}}","null","null","null","null"
"1572919260-9118","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/3348-Claudia-Dr-Concord-CA-94519/18344858_zpid/","Concord, CA 94519","Pre-foreclosure","3348 Claudia Dr,","","","","","","","","","6","https://www.zillow.com/concord-ca/6_p/","null","3","null","$535,236","$535,236","Single Family","1965","Forced air","No Data","Single Family","6,600 sqft","null","NA","2","4","{""targetDiv"":""gpt-ad-ac580d80-06bb-4187-8dfd-f93ae086f04c"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""3348 Claudia Dr"",""bd"":""3"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18344858"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""zguidh"":""6285897868767021752"",""sqftrange"":""1000-1499"",""price"":""551790"",""sqft"":""1240"",""posting_url"":"""",""mlong"":""-122.029962"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94519"",""mlat"":""37.99374"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z500"",""hood"":""Olivera"",""yrblt"":""1960-1969"",""zestimate"":""551790"",""premieragent"":""no""}}","null","null","null","null"
"1572920202-10043","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/825-Oak-Grove-Rd-APT-29-Concord-CA-94518/18384993_zpid/","Concord, CA 94518","For sale","825 Oak Grove Rd APT 29,","","","","","","","","","","","922","2","2","$309,333","$355,000","Condo","1970","Forced air","Central","Condo","$369/month","null","7","1","4","{""targetDiv"":""gpt-ad-c536edec-a45b-4721-93d1-8aca7ac9b240"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Apt 29"",""aamgnrc1"":""825 Oak Grove Rd"",""bd"":""2"",""fsbid"":""15050"",""city"":""Concord"",""proptp"":""cnd"",""pid"":""18384993"",""lot"":""1"",""zestibuck"":""300-349k"",""listtp"":""buy_agent"",""zguidh"":""-2889923957049229212"",""sqftrange"":""500-999"",""price"":""355000"",""sqft"":""922"",""posting_url"":"""",""mlong"":""-122.026091"",""state"":""CA"",""prange"":""350-399k"",""zip"":""94518"",""mlat"":""37.939037"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3fsmkcsd4p8n0000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""hood"":""Four_Corners"",""yrblt"":""1970-1979"",""zestimate"":""309333"",""premieragent"":""no""}}","null","null","null","null"
"1572919555-9451","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1424-Oakland-Ave-Concord-CA-94518/2082332504_zpid/","Concord, CA 94518","Lot/land","1424 Oakland Ave,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","null","7,444 sqft","null","None","$299,000","null","null","null","null","null","null","null","4","2","4","No Data","null","null","null","null"
"1572919860-9788","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1036-Oak-Grove-Rd-APT-125-Concord-CA-94518/18369257_zpid/","Concord, CA 94518","For sale","1036 Oak Grove Rd APT 125,","","","3","https://www.zillow.com/concord-ca/3_p/","","","","","","","671","1","1","$260,013","$260,000","Condo","1971","Baseboard","Wall","Condo","$370/month","null","2","1","4","No Data","null","null","null","null"
"1572919506-9398","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1845-Sandalwood-Dr-Concord-CA-94519/18347088_zpid/","Concord, CA 94519","Pre-foreclosure","1845 Sandalwood Dr,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","null","3","null","$530,081","$530,081","Single Family","1955","No Data","No Data","Single Family","8,050 sqft","null","9","2","6","{""targetDiv"":""gpt-ad-a2ce5d93-dc1a-4cc1-a2ca-3e8da9cda32b"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1845 Sandalwood Dr"",""bd"":""3"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18347088"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""zguidh"":""5423633078724607773"",""sqftrange"":""1000-1499"",""price"":""546476"",""sqft"":""1216"",""posting_url"":"""",""mlong"":""-122.000979"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94519"",""mlat"":""37.984964"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISz5vhhuwyz4bn.jpg"",""zusr"":""true"",""price_band"":""z500"",""hood"":""Clayton_Valley"",""yrblt"":""1940-1959"",""zestimate"":""546476"",""premieragent"":""no""}}","null","null","null","null"
"1572920043-9939","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1886-Farm-Bureau-Rd-Concord-CA-94519/18348888_zpid/","Concord, CA 94519","For sale","1886 Farm Bureau Rd,","2","https://www.zillow.com/concord-ca/2_p/","","","","","","","","","774","2","1","$491,999","$480,000","Single Family","1930","Forced air","Wall","Single Family","0.28 acres","$2,649/mo","4","2","6","No Data","null","null","null","null"
"1572920106-9981","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/2112-Roskelley-Dr-Concord-CA-94519/18343500_zpid/","Concord, CA 94519","For sale","2112 Roskelley Dr,","","","","","","","","","","","1,226","3","2","$617,462","$599,000","Single Family","1954","Forced air","Central","Single Family","5,998 sqft","$2,900/mo","4","2","4","{""targetDiv"":""gpt-ad-51433067-9429-437f-93b7-127f4df1fcb5"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2112 Roskelley Dr"",""bd"":""3"",""fsbid"":""14106"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18343500"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""4751495378844033599"",""sqftrange"":""1000-1499"",""price"":""599000"",""sqft"":""1226"",""posting_url"":"""",""mlong"":""-122.024198"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94519"",""mlat"":""37.987387"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS33b13z8xrblq1000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""hood"":""Olivera"",""yrblt"":""1940-1959"",""zestimate"":""617462"",""premieragent"":""no""}}","null","null","null","null"
"1572920113-9987","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1335-Tapestry-Ln-Concord-CA-94520/68042456_zpid/","Concord, CA 94520","For sale","1335 Tapestry Ln,","","","","","","","","","","","1,548","4","3","null","$599,000","Single Family","2005","Forced air","Central","Single Family","1,873 sqft","$2,950/mo","1","1","4","{""targetDiv"":""gpt-ad-0e57ce3f-efec-44c2-8389-f0a9f1b6d69d"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1335 Tapestry Ln"",""bd"":""4"",""fsbid"":""3031"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""68042456"",""lot"":""1"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""3857422152541845774"",""sqftrange"":""1500-1999"",""price"":""599000"",""sqft"":""1548"",""posting_url"":""http://www.century21.com/property/1335-Tapestry-Ln-Concord-CA-94520/4119451/detail"",""mlong"":""-122.045365"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94520"",""mlat"":""37.962505"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjjmhlbvn96cq0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""hood"":""Four_Corners"",""yrblt"":""2000-2009"",""zestimate"":""599004"",""premieragent"":""no""}}","null","null","null","null"
"1572919626-9536","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/131-Laila-Ln-Concord-CA-94518/68043576_zpid/","Concord, CA 94518","For sale","131 Laila Ln,","","","","","4","https://www.zillow.com/concord-ca/4_p/","","","","","1,080","2","2","$179,000","$179,000","Mobile / Manufactured","2004","No Data","No Data","Mobile / Manufactured","$166","$2,200/mo","5","1","4","No Data","null","null","null","null"
"1572920009-9915","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/2200-Calgary-Ln-Concord-CA-94520/18341406_zpid/","Concord, CA 94520","For sale","2200 Calgary Ln,","2","https://www.zillow.com/concord-ca/2_p/","","","","","","","","","1,134","3","2","$547,380","$529,900","Single Family","1960","Forced air","Central","Single Family","6,777 sqft","null","3","2","4","No Data","null","null","null","null"
"1572919814-9742","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1374-Cape-Cod-Way-Concord-CA-94521/18370694_zpid/","Concord, CA 94521","Auction","1374 Cape Cod Way,","","","3","https://www.zillow.com/concord-ca/3_p/","","","","","","","null","4","null","null","$565,312","Single Family","1954","Wall","No Data","Single Family","6,098 sqft","null","4","2","6","{""targetDiv"":""gpt-ad-b01afc44-5efc-4841-8f19-d763d3a6b9e3"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1374 Cape Cod Way"",""bd"":""4"",""fsbid"":""16886"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18370694"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""stale"":""yes"",""zguidh"":""-1046663679600897652"",""sqftrange"":""1000-1499"",""price"":""565312"",""sqft"":""1215"",""posting_url"":""http://www.auction.com/details/1374-cape-cod-way-concord-ca-94521-2748584-e_14431/?utm_source=zillow&utm_medium=feed&utm_campaign=trustee&utm_name=partner"",""mlong"":""-121.999205"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94521"",""mlat"":""37.963041"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISr9oiedheiks00000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""hood"":""Clayton_Valley"",""yrblt"":""1940-1959"",""zestimate"":""583174"",""premieragent"":""no""}}","null","null","null","null"
"1572920143-10006","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1767-David-Ave-Concord-CA-94518/18386275_zpid/","Concord, CA 94518","For sale","1767 David Ave,","","","","","","","","","","","1,387","3","2","$577,807","$567,000","Single Family","1971","Forced air","Other","Single Family","7,000 sqft","$2,900/mo","2","1","4","{""targetDiv"":""gpt-ad-45ddb0a1-0afe-4029-8479-336416019ecf"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1767 David Ave"",""bd"":""3"",""fsbid"":""15263"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18386275"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""-8027024488204563182"",""sqftrange"":""1000-1499"",""price"":""567000"",""sqft"":""1387"",""posting_url"":"""",""mlong"":""-122.03545"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94518"",""mlat"":""37.940419"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS33z7wg7iyyyo1000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""hood"":""Four_Corners"",""yrblt"":""1970-1979"",""zestimate"":""577807"",""premieragent"":""no""}}","null","null","null","null"
"1572920036-9934","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1069-Peralta-Rd-Concord-CA-94520/2082366775_zpid/","Concord, CA 94520","For sale","1069 Peralta Rd,","2","https://www.zillow.com/concord-ca/2_p/","","","","","","","","","1,450","2","2","$225,175","$219,999","Mobile / Manufactured","1972","Other","Central","Mobile / Manufactured","$152","null","3","2","4","No Data","null","null","null","null"
"1572919631-9542","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/5159-Lodato-Ct-Concord-CA-94521/18353863_zpid/","Concord, CA 94521","Foreclosure","5159 Lodato Ct,","","","","","4","https://www.zillow.com/concord-ca/4_p/","","","","","null","3","null","null","$651,100","Single Family","1956","Forced air","Central","Single Family","0.29 acres","null","5","5","6","{""targetDiv"":""gpt-ad-d9aa48ed-d4d0-4670-9514-056d9dedf2f6"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""5159 Lodato Ct"",""bd"":""3"",""fsbid"":""13005"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18353863"",""lot"":""3"",""zestibuck"":""600-699k"",""listtp"":""buy_foreclosure"",""zguidh"":""6347362972000855098"",""sqftrange"":""1500-1999"",""price"":""651100"",""sqft"":""1774"",""posting_url"":""https://www.hubzu.com/property/90016155890-5159-LODATO-CT-Concord-CA-94521?utm_source=Zillow&utm_medium=PaidReferral&utm_campaign=BAU%7cNational%7cNB%7cGeneric%7cz&utm_term=All&utm_content=PDP%7cPDP%7cz%7cREFERRAL_00000002&WT.mc_id=REFERRAL_00000002"",""mlong"":""-121.960526"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94521"",""mlat"":""37.962215"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISr5pcv58thu3d1000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""hood"":""Clayton_Valley"",""yrblt"":""1940-1959"",""zestimate"":""679970"",""premieragent"":""no""}}","null","null","null","null"
"1572919999-9908","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1069-Deer-Oak-Pl-Concord-CA-94521/18374843_zpid/","Concord, CA 94521","For sale","1069 Deer Oak Pl,","2","https://www.zillow.com/concord-ca/2_p/","","","","","","","","","1,636","3","3","$589,002","$589,000","Townhouse","1991","Forced air","Central","Townhouse","3,785 sqft","null","7","5","10","No Data","null","null","null","null"
"1572919220-9073","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1805-Farm-Bureau-Rd-Concord-CA-94519/18346170_zpid/","Concord, CA 94519","Pre-foreclosure","1805 Farm Bureau Rd,","","","","","","","","","6","https://www.zillow.com/concord-ca/6_p/","null","4","null","$568,992","$568,992","Single Family","1961","No Data","No Data","Single Family","0.26 acres","null","4","2","6","{""targetDiv"":""gpt-ad-506a8900-3ed8-4cb5-86d2-cd23b84b8abe"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1805 Farm Bureau Rd"",""bd"":""4"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18346170"",""lot"":""3"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""zguidh"":""5555503087633969961"",""sqftrange"":""1000-1499"",""price"":""586590"",""sqft"":""1426"",""posting_url"":"""",""mlong"":""-122.010604"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94519"",""mlat"":""37.978171"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z500"",""hood"":""Clayton_Valley"",""yrblt"":""1960-1969"",""zestimate"":""586590"",""premieragent"":""no""}}","null","null","null","null"
"1572919541-9438","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/3901-Clayton-Rd-APT-29-Concord-CA-94521/18349915_zpid/","Concord, CA 94521","For sale","3901 Clayton Rd APT 29,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","1,038","2","1","null","$339,000","Condo","1980","Forced air","Central","Condo","$431/month","null","4","2","6","{""targetDiv"":""gpt-ad-c81f17c0-cfec-4381-9a8e-c2b4c6797899"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Apt 29"",""aamgnrc1"":""3901 Clayton Rd"",""bd"":""2"",""fsbid"":""4383"",""city"":""Concord"",""proptp"":""cnd"",""pid"":""18349915"",""lot"":""1"",""zestibuck"":""300-349k"",""listtp"":""buy_agent"",""zguidh"":""-1965626270980488079"",""sqftrange"":""1000-1499"",""price"":""339000"",""sqft"":""1038"",""posting_url"":""https://www.coldwellbankerhomes.com/ca/concord/3901-clayton-rd-29/pid_32497339/?utm_campaign=OLDP-Zillow&utm_source=zillow&utm_medium=oldp&utm_content=listing"",""mlong"":""-122.003971"",""state"":""CA"",""park"":""yes"",""prange"":""300-349k"",""zip"":""94521"",""mlat"":""37.969317"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnmjok8d2w4871000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""hood"":""Clayton_Valley"",""yrblt"":""1980-1989"",""zestimate"":""339001"",""premieragent"":""no""}}","null","null","null","null"
"1572919494-9383","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1876-Denkinger-Rd-Concord-CA-94521/18350483_zpid/","Concord, CA 94521","Pre-foreclosure","1876 Denkinger Rd,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","null","4","null","$653,167","$653,167","Townhouse","1972","Gas","Central","Townhouse","8,112 sqft","null","4","2","6","No Data","null","null","null","null"
"1572919419-9295","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/944-Notre-Dame-Ave-Concord-CA-94518/18367593_zpid/","Concord, CA 94518","Pre-foreclosure / auction","944 Notre Dame Ave,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","null","4","null","$649,427","$649,427","Single Family","1958","No Data","No Data","Single Family","6,272 sqft","null","2","1","4","No Data","null","null","null","null"
"1572919383-9259","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/4701-Myrtle-Dr-Concord-CA-94521/18353264_zpid/","Concord, CA 94521","Auction","4701 Myrtle Dr,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","null","3","null","null","$777,766","Single Family","1951","Forced air","Central","Single Family","0.51 acres","null","5","5","6","No Data","null","null","null","null"
"1572920123-9992","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/2108-La-Orinda-Pl-Concord-CA-94518/18367520_zpid/","Concord, CA 94518","For sale","2108 La Orinda Pl,","","","","","","","","","","","2,010","4","3","$733,529","$725,000","Single Family","1975","Forced air","Central","Single Family","7,501 sqft","$3,500/mo","2","1","4","{""targetDiv"":""gpt-ad-16d59c2d-049e-4709-b7a5-5f205eb6b924"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2108 La Orinda Pl"",""bd"":""4"",""fsbid"":""15050"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18367520"",""lot"":""2"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""856649498183828251"",""sqftrange"":""2000-2499"",""price"":""725000"",""oh"":""yes"",""sqft"":""2010"",""posting_url"":"""",""mlong"":""-122.032768"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94518"",""mlat"":""37.949677"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISne5sr23g59yi1000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""hood"":""Four_Corners"",""yrblt"":""1970-1979"",""zestimate"":""733529"",""premieragent"":""no""}}","null","null","null","null"
"1572919735-9664","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/3307-Northwood-Dr-UNIT-B-Concord-CA-94520/18342360_zpid/","Concord, CA 94520","Coming soon: Nov 5.","3307 Northwood Dr UNIT B,","","","","","4","https://www.zillow.com/concord-ca/4_p/","","","","","982","2","2","$343,499","$320,000","Townhouse","1971","Forced air","Central","Townhouse","756 sqft","$2,000/mo","3","2","4","No Data","null","null","null","null"
"1572920055-9947","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/837-Tully-Way-Concord-CA-94518/18367922_zpid/","Concord, CA 94518","For sale","837 Tully Way,","2","https://www.zillow.com/concord-ca/2_p/","","","","","","","","","1,971","4","3","$850,007","$850,000","Single Family","1963","Forced air","Central","Single Family","0.25 acres","null","5","1","4","No Data","null","null","null","null"
"1572919926-9849","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1772-Lynwood-Dr-Concord-CA-94519/18349115_zpid/","Concord, CA 94519","For sale","1772 Lynwood Dr,","","","3","https://www.zillow.com/concord-ca/3_p/","","","","","","","1,196","3","2","$458,008","$559,000","Single Family","1959","Wall","Central","Single Family","8,001 sqft","$2,600/mo","9","2","6","No Data","null","null","null","null"
"1572920084-9969","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1290-Mountbatten-Ct-Concord-CA-94518/18387688_zpid/","Concord, CA 94518","For sale","1290 Mountbatten Ct,","","","","","","","","","","","2,480","4","2","$854,507","$829,000","Single Family","1963","Gas","Central","Single Family","8,250 sqft","null","3","6","4","No Data","null","null","null","null"
"1572919471-9356","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1408-Carmelita-Ct-Concord-CA-94520/18363544_zpid/","Concord, CA 94520","Pre-foreclosure","1408 Carmelita Ct,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","null","3","null","$495,903","$495,903","Single Family","1957","Forced air","Wall","Single Family","6,400 sqft","null","3","1","4","{""targetDiv"":""gpt-ad-29036f79-eb88-4467-838d-6d5f88402087"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1408 Carmelita Ct"",""bd"":""3"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18363544"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""zguidh"":""-1007802413700990123"",""sqftrange"":""1000-1499"",""price"":""511241"",""sqft"":""1188"",""posting_url"":"""",""mlong"":""-122.035691"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94520"",""mlat"":""37.968672"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z500"",""hood"":""Four_Corners"",""yrblt"":""1940-1959"",""zestimate"":""511241"",""premieragent"":""no""}}","null","null","null","null"
"1572919312-9175","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/2396-Panoramic-Dr-Concord-CA-94520/18341716_zpid/","Concord, CA 94520","Pre-foreclosure","2396 Panoramic Dr,","","","","","","","","","6","https://www.zillow.com/concord-ca/6_p/","null","4","null","$667,852","$667,852","Single Family","1966","No Data","No Data","Single Family","9,000 sqft","null","3","2","4","{""targetDiv"":""gpt-ad-3d58823a-838a-4e2e-b372-5ae6e52b6b54"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2396 Panoramic Dr"",""bd"":""4"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18341716"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_foreclosure"",""zguidh"":""3694345947459298656"",""sqftrange"":""2000-2499"",""price"":""688508"",""sqft"":""2316"",""posting_url"":"""",""mlong"":""-122.024799"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94520"",""mlat"":""38.005008"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z600"",""hood"":""Olivera"",""yrblt"":""1960-1969"",""zestimate"":""688508"",""premieragent"":""no""}}","null","null","null","null"
"1572920165-10020","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1838-2nd-St-Concord-CA-94519/18345922_zpid/","Concord, CA 94519","For sale","1838 2nd St,","","","","","","","","","","","1,390","4","2","$670,432","$650,000","Single Family","1942","Forced air","Central","Single Family","7,278 sqft","$2,500/mo","4","2","4","No Data","null","null","null","null"
"1572919910-9838","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/4151-Beryl-Dr-Concord-CA-94518/18369635_zpid/","Concord, CA 94518","For sale","4151 Beryl Dr,","","","3","https://www.zillow.com/concord-ca/3_p/","","","","","","","1,161","3","1","$545,002","$545,000","Single Family","1955","Forced air","Central","Single Family","0.25 acres","$2,650/mo","4","2","6","No Data","null","null","null","null"
