web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount,next_page6,next_page6-href,next_page7,next_page7-href,next_page8,next_page8-href
"1572902926-2881","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/4544-Parkside-St-Antioch-CA-94531/95407930_zpid/","Antioch, CA 94531","For sale","4544 Parkside St,","","","","","","","5","https://www.zillow.com/antioch-ca/5_p/","2,033","4","3","$608,707","$608,602","Single Family","2019","No Data","No Data","Single Family","8,712 sqft","null","2","1","5","{""targetDiv"":""gpt-ad-6cfa7f34-83bd-4cc2-b9f5-3e4b34dab763"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""4544 Parkside St"",""bd"":""4"",""fsbid"":""13601"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""95407930"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""-8140271385332838031"",""sqftrange"":""2000-2499"",""price"":""608602"",""sqft"":""2033"",""posting_url"":""http://greathomes.org/mls/property/21926004"",""mlong"":""-121.757139"",""state"":""CA"",""prange"":""600-699k"",""zip"":""94531"",""mlat"":""37.985727"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzbfrj9wz9gt90000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""608707"",""premieragent"":""no"",""builderChatId"":""13601-813712""}}","null","null","null","null","NEXT","https://www.zillow.com/antioch-ca/6_p/","","","",""
"1572903057-2936","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/511-W-11th-St-Antioch-CA-94509/2082486859_zpid/","Antioch, CA 94509","Coming soon: Oct 3.","511 W 11th St,","","","","","","","5","https://www.zillow.com/antioch-ca/5_p/","null","--","null","null","$415,000","Single Family","No Data","No Data","No Data","Single Family","No Data","$1,695/mo","3","3","3","{""targetDiv"":""gpt-ad-2a533442-8e9b-484f-9f75-bae6e1ca30e1"",""slot"":""zillow/property_details/buy_comingsoon/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94509"",""aamgnrc1"":""511 W 11th St"",""mlat"":""37.987562"",""bd"":""0"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnud9jjjwyu531000000000.jpg"",""zusr"":""true"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""2082486859"",""price_band"":""z200"",""zestimate"":""220113"",""zestibuck"":""200-249k"",""listtp"":""buy_comingsoon"",""zguidh"":""3026289501799419813"",""premieragent"":""no"",""price"":""415000"",""posting_url"":"""",""mlong"":""-121.811632"",""state"":""CA"",""prange"":""400-449k""}}","null","null","null","null","","","","","",""
"1572902490-2602","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/5449-Alvar-Loop-Antioch-CA-94531/301029170_zpid/","Antioch, CA 94531","New construction","5449 Alvar Loop,","","","","","","","5","https://www.zillow.com/antioch-ca/5_p/","1,652","3","2","$565,951","$565,950","Single Family","No Data","No Data","No Data","Single Family","6,355 sqft","null","4","3","5","{""targetDiv"":""gpt-ad-e5454521-020a-420d-a78a-cd904df1c708"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""5449 Alvar Loop"",""bd"":""3"",""fsbid"":""7796"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""301029170"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""1500-1999"",""price"":""565950"",""sqft"":""1652"",""posting_url"":""https://www.meritagehomes.com/state/ca/bay-area/verona/residence-1/5449-alvar-loop?utm_medium=listings&utm_source=zillow&nhf_channel=6&nhf_listing_id=816291&nhf_listing_type=home&utm_term=home_5449AlvarLoop&utm_campaign=bay-area"",""state"":""CA"",""mlong"":""-121.783598"",""cnty"":""Contra_Costa"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94531"",""mlat"":""37.955959"",""plid"":""13341712"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISbtc6z9zyfo4x0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""zestimate"":""565951"",""premieragent"":""no"",""builderChatId"":""7796-818257"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/antioch-ca/6_p/","NEXT","https://www.zillow.com/antioch-ca/7_p/","NEXT","https://www.zillow.com/antioch-ca/8_p/"
"1572902895-2867","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/community/cielo-at-sand-creek-_-prosper-collection/2084685904_zpid/","null","null","null","","","","","","","5","https://www.zillow.com/antioch-ca/5_p/","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","NEXT","https://www.zillow.com/antioch-ca/6_p/","","","",""
"1572903679-3406","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/4624-Ellis-Ct-Antioch-CA-94531/59398403_zpid/","Antioch, CA 94531","For sale","4624 Ellis Ct,","2","https://www.zillow.com/antioch-ca/2_p/","","","","","","","2,478","4","3","$568,687","$568,500","Single Family","2002","Forced air","Central","Single Family","0.37 acres","null","2","1","5","{""targetDiv"":""gpt-ad-1fc03960-8add-47a3-a511-4005d0e5c198"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""4624 Ellis Ct"",""bd"":""4"",""fsbid"":""14106"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""59398403"",""lot"":""3"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""8847448513095076455"",""sqftrange"":""2000-2499"",""price"":""568500"",""sqft"":""2478"",""posting_url"":"""",""mlong"":""-121.756709"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94531"",""mlat"":""37.980245"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISf0tmhgtw9h030000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2000-2009"",""zestimate"":""568687"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572902493-2604","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/2360-Hilliard-Cir-Antioch-CA-94509/18317822_zpid/","Antioch, CA 94509","Pre-foreclosure / auction","2360 Hilliard Cir,","","","","","","","5","https://www.zillow.com/antioch-ca/5_p/","null","3","null","$447,675","$447,675","Single Family","1981","No Data","No Data","Single Family","8,400 sqft","null","3","3","3","{""targetDiv"":""gpt-ad-24c13e16-7e88-4315-826f-77140ac13e61"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2360 Hilliard Cir"",""bd"":""3"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""18317822"",""lot"":""2"",""zestibuck"":""450-499k"",""listtp"":""buy_foreclosure"",""zguidh"":""959739776741490431"",""sqftrange"":""1500-1999"",""price"":""461521"",""sqft"":""1579"",""posting_url"":"""",""mlong"":""-121.836374"",""state"":""CA"",""park"":""yes"",""prange"":""450-499k"",""zip"":""94509"",""mlat"":""37.979121"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1980-1989"",""zestimate"":""461521"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/antioch-ca/6_p/","NEXT","https://www.zillow.com/antioch-ca/7_p/","NEXT","https://www.zillow.com/antioch-ca/8_p/"
"1572902840-2845","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/5345-Redwood-Valley-Ln-LOT-278-Antioch-CA-94531/2082340343_zpid/","Antioch, CA 94531","New construction","5345 Redwood Valley Ln LOT 278,","","","","","","","5","https://www.zillow.com/antioch-ca/5_p/","1,983","3","2","$565,786","$565,710","Single Family","2019","No Data","No Data","Single Family","No Data","null","2","3","3","{""targetDiv"":""gpt-ad-dc939942-6ec9-433f-8b43-5877364b8525"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Lot 278"",""aamgnrc1"":""5345 Redwood Valley Ln"",""bd"":""3"",""fsbid"":""15682"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""2082340343"",""zestibuck"":""500-599k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""1500-1999"",""price"":""565710"",""sqft"":""1983"",""posting_url"":""http://www.centurycommunities.com/find-your-home/california/northern-california/antioch-2/cielo-prosper"",""state"":""CA"",""mlong"":""-121.843"",""cnty"":""Contra_Costa"",""prange"":""500-599k"",""zip"":""94531"",""mlat"":""37.9914"",""plid"":""26759292"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISr5tnunfeo8w70000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""hood"":""Iron_Triangle"",""yrblt"":""2010-2019"",""zestimate"":""565786"",""premieragent"":""no"",""builderChatId"":""15682-811283"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/antioch-ca/6_p/","","","",""
"1572903066-2938","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/205-Tanganyka-Ct-Antioch-CA-94509/18312414_zpid/","Antioch, CA 94509","Pre-foreclosure","205 Tanganyka Ct,","","","","","","","5","https://www.zillow.com/antioch-ca/5_p/","null","4","null","$453,836","$453,836","Single Family","1979","Forced air","Central","Single Family","7,440 sqft","null","3","3","3","{""targetDiv"":""gpt-ad-ab7fc6a3-bf83-4dda-974b-596e6d2e82c9"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""205 Tanganyka Ct"",""bd"":""4"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""18312414"",""lot"":""2"",""zestibuck"":""450-499k"",""listtp"":""buy_foreclosure"",""zguidh"":""-4053551321144310429"",""sqftrange"":""2000-2499"",""price"":""467873"",""sqft"":""2095"",""posting_url"":"""",""mlong"":""-121.821151"",""state"":""CA"",""park"":""yes"",""prange"":""450-499k"",""zip"":""94509"",""mlat"":""37.989065"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1970-1979"",""zestimate"":""467873"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903233-3060","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/2900-Longview-Rd-Antioch-CA-94509/18311803_zpid/","Antioch, CA 94509","For sale","2900 Longview Rd,","","","","","4","https://www.zillow.com/antioch-ca/4_p/","","","1,762","3","2","$449,013","$449,000","Single Family","1967","Forced air","Central","Single Family","8,481 sqft","null","3","3","3","{""targetDiv"":""gpt-ad-5ebc9593-920c-4758-98b8-17ddf700feb7"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2900 Longview Rd"",""bd"":""3"",""fsbid"":""15263"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""18311803"",""lot"":""2"",""zestibuck"":""400-449k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""6867122189086210266"",""sqftrange"":""1500-1999"",""price"":""449000"",""sqft"":""1762"",""posting_url"":""http://AnahuakRealty.com"",""mlong"":""-121.820108"",""state"":""CA"",""park"":""yes"",""prange"":""400-449k"",""zip"":""94509"",""mlat"":""37.989152"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7e6oncyoz8jl1000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1960-1969"",""zestimate"":""449013"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572902630-2736","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/community/riverview-at-monterra/95391688_zpid/","Antioch, CA 94531","New construction","4559 Benton St,","","","","","","","5","https://www.zillow.com/antioch-ca/5_p/","2,567","4","3","None","$608,990","Single Family","2019","No Data","No Data","Single Family","0.15 acres","null","2","1","5","No Data","null","null","null","null","NEXT","https://www.zillow.com/antioch-ca/6_p/","NEXT","https://www.zillow.com/antioch-ca/7_p/","",""
"1572903217-3047","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/1854-Buck-Mountain-Ct-Antioch-CA-94531/54626156_zpid/","Antioch, CA 94531","For sale","1854 Buck Mountain Ct,","","","","","4","https://www.zillow.com/antioch-ca/4_p/","","","2,797","5","3","$569,004","$569,000","Single Family","2001","Forced air","Central","Single Family","6,782 sqft","null","3","3","5","{""targetDiv"":""gpt-ad-937c1ab0-f6ee-48b4-872a-b1b9decca4f6"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1854 Buck Mountain Ct"",""bd"":""5"",""fsbid"":""15050"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""54626156"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""1539316894058482071"",""sqftrange"":""2500-2999"",""price"":""569000"",""sqft"":""2797"",""posting_url"":""http://GoodAgent.org"",""mlong"":""-121.793413"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94531"",""mlat"":""37.959485"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISf8z859fd6ozb0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2000-2009"",""zestimate"":""569004"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903800-3502","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/2216-Colfax-Way-Antioch-CA-94509/18320927_zpid/","Antioch, CA 94509","For sale","2216 Colfax Way,","","","","","","","","","1,348","3","2","$438,095","$437,000","Single Family","1977","Forced air","Central","Single Family","7,030 sqft","$2,495/mo","1","1","3","{""targetDiv"":""gpt-ad-5c2841c9-dfe6-40ce-bb78-256f735d94b2"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2216 Colfax Way"",""bd"":""3"",""fsbid"":""15263"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""18320927"",""lot"":""2"",""zestibuck"":""400-449k"",""listtp"":""buy_agent"",""zguidh"":""-6568410149083283784"",""sqftrange"":""1000-1499"",""price"":""437000"",""sqft"":""1348"",""posting_url"":""http://www.teamstockwell.com"",""mlong"":""-121.833873"",""state"":""CA"",""park"":""yes"",""prange"":""400-449k"",""zip"":""94509"",""mlat"":""37.984223"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvg4v1dmak4cr0000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1970-1979"",""zestimate"":""438095"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572902467-2586","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/4813-Massive-Peak-Way-Antioch-CA-94531/18314067_zpid/","Antioch, CA 94531","Pre-foreclosure / auction","4813 Massive Peak Way,","","","","","","","5","https://www.zillow.com/antioch-ca/5_p/","null","4","null","$520,699","$520,699","Single Family","1992","No Data","No Data","Single Family","6,240 sqft","null","3","3","5","{""targetDiv"":""gpt-ad-d9c82149-dcc3-4715-a51e-840f298ec2ba"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""4813 Massive Peak Way"",""bd"":""4"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""18314067"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""zguidh"":""9115473705430768098"",""sqftrange"":""2000-2499"",""price"":""536804"",""sqft"":""2448"",""posting_url"":"""",""mlong"":""-121.800878"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94531"",""mlat"":""37.971737"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""1990-1999"",""zestimate"":""536804"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/antioch-ca/6_p/","NEXT","https://www.zillow.com/antioch-ca/7_p/","NEXT","https://www.zillow.com/antioch-ca/8_p/"
"1572903238-3064","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/30-Clearbrook-Rd-Antioch-CA-94509/18311648_zpid/","Antioch, CA 94509","Pre-foreclosure / auction","30 Clearbrook Rd,","","","","","4","https://www.zillow.com/antioch-ca/4_p/","","","1,387","4","2","null","null","Single Family","1961","Wall","Central","Single Family","8,319 sqft","null","3","3","3","{""targetDiv"":""gpt-ad-00dba664-cd05-4b95-9c7d-98c088f8a25a"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94509"",""aamgnrc1"":""30 Clearbrook Rd"",""mlat"":""37.987215"",""bd"":""4"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjvzjx4rlr9041000000000.jpg"",""zusr"":""true"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""18311648"",""yrblt"":""1960-1969"",""lot"":""2"",""listtp"":""buy_foreclosure"",""zguidh"":""5490076057616243817"",""premieragent"":""no"",""sqftrange"":""1000-1499"",""sqft"":""1387"",""posting_url"":"""",""mlong"":""-121.808662"",""state"":""CA"",""park"":""yes""}}","null","null","null","null","","","","","",""
"1572902770-2815","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/5118-Woodmont-Ct-Antioch-CA-94531/18304033_zpid/","Antioch, CA 94531","Pre-foreclosure","5118 Woodmont Ct,","","","","","","","5","https://www.zillow.com/antioch-ca/5_p/","null","4","null","$490,553","$490,553","Single Family","1993","No Data","No Data","Single Family","6,400 sqft","null","3","1","5","{""targetDiv"":""gpt-ad-91f2c323-58e3-496c-8995-bb4548f86686"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""5118 Woodmont Ct"",""bd"":""4"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""18304033"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""zguidh"":""-224189414608967749"",""sqftrange"":""2000-2499"",""price"":""505725"",""sqft"":""2085"",""posting_url"":"""",""mlong"":""-121.755596"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94531"",""mlat"":""37.965019"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""1990-1999"",""zestimate"":""505725"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/antioch-ca/6_p/","NEXT","https://www.zillow.com/antioch-ca/7_p/","",""
"1572903521-3283","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/3-E-Lake-Pl-Antioch-CA-94509/18305735_zpid/","Antioch, CA 94509","For sale","3 E Lake Pl,","2","https://www.zillow.com/antioch-ca/2_p/","","","","","","","1,972","3","2","$499,003","$499,000","Single Family","1968","Forced air","Central","Single Family","7,701 sqft","$2,500/mo","2","1","3","{""targetDiv"":""gpt-ad-b6e158bf-d4bd-476b-a25f-d51d381eb9d9"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""3 E Lake Pl"",""bd"":""3"",""fsbid"":""14073"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""18305735"",""lot"":""2"",""zestibuck"":""450-499k"",""listtp"":""buy_agent"",""zguidh"":""5906732584366472321"",""sqftrange"":""1500-1999"",""price"":""499000"",""sqft"":""1972"",""posting_url"":""http://www.daveboyersf.com"",""mlong"":""-121.790513"",""state"":""CA"",""park"":""yes"",""prange"":""450-499k"",""zip"":""94509"",""mlat"":""38.007034"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvs5g427t26yn1000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1960-1969"",""zestimate"":""499003"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903079-2944","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/617-Joseph-Ave-Antioch-CA-94509/18308370_zpid/","Antioch, CA 94509","Pre-foreclosure","617 Joseph Ave,","","","","","","","5","https://www.zillow.com/antioch-ca/5_p/","1,021","3","1","$344,792","$344,792","Single Family","1952","Other","Wall","Single Family","6,298 sqft","null","null","null","null","{""targetDiv"":""gpt-ad-c9f23f96-9360-439d-a696-952f5b091d3d"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""617 Joseph Ave"",""bd"":""3"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""18308370"",""lot"":""2"",""zestibuck"":""350-399k"",""listtp"":""buy_foreclosure"",""zguidh"":""-6694438348133388448"",""sqftrange"":""1000-1499"",""price"":""315000"",""sqft"":""1021"",""posting_url"":"""",""mlong"":""-121.794068"",""state"":""CA"",""park"":""yes"",""prange"":""300-349k"",""zip"":""94509"",""mlat"":""38.004075"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISijm9be8jbgfx1000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""1940-1959"",""zestimate"":""355456"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903180-3009","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/Wilbur-Ave-Antioch-CA-94509/18295520_zpid/","Antioch, CA 94509","Lot/land","Wilbur Ave,","","","","","4","https://www.zillow.com/antioch-ca/4_p/","","","null","0.75 acres","null","None","$175,000","null","null","null","null","null","null","$1,800/mo","2","1","3","{""targetDiv"":""gpt-ad-b1a1be39-0576-488c-abde-1d92f88f6701"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94509"",""aamgnrc1"":""Wilbur Ave"",""mlat"":""38.01179"",""bd"":""0"",""fsbid"":""16701"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrxurgihmdxkn1000000000.jpg"",""zusr"":""true"",""city"":""Antioch"",""proptp"":""lot"",""pid"":""18295520"",""yrblt"":""1920-1939"",""lot"":""4,5"",""listtp"":""buy_agent"",""zguidh"":""6653136097698665513"",""premieragent"":""no"",""sqftrange"":""500-999"",""price"":""175000"",""sqft"":""788"",""posting_url"":""http://www.johnanddianacase.com"",""mlong"":""-121.770762"",""state"":""CA"",""prange"":""150-199k""}}","null","null","null","null","","","","","",""
"1572903096-2949","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/1324-Jasmine-Ct-Antioch-CA-94509/18295947_zpid/","Antioch, CA 94509","Pre-foreclosure","1324 Jasmine Ct,","","","","","","","5","https://www.zillow.com/antioch-ca/5_p/","null","3","null","$332,172","$332,172","Single Family","1982","Other","No Data","Single Family","5,662 sqft","null","2","1","3","{""targetDiv"":""gpt-ad-11bd1e3b-70e8-47f7-8b7b-2f6c35b9dffd"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1324 Jasmine Ct"",""bd"":""3"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""18295947"",""lot"":""2"",""zestibuck"":""300-349k"",""listtp"":""buy_foreclosure"",""zguidh"":""7290494409144904880"",""sqftrange"":""1000-1499"",""price"":""315000"",""sqft"":""1157"",""posting_url"":"""",""mlong"":""-121.778561"",""state"":""CA"",""park"":""yes"",""prange"":""300-349k"",""zip"":""94509"",""mlat"":""38.007971"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS-1sa2cpkmy1f8d.jpg"",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""1980-1989"",""zestimate"":""342446"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903048-2932","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/604-Iglesia-Ct-Antioch-CA-94509/18310210_zpid/","Antioch, CA 94509","Pre-foreclosure","604 Iglesia Ct,","","","","","","","5","https://www.zillow.com/antioch-ca/5_p/","2,507","4","3","$520,392","$520,392","Single Family","1978","Forced air","Central","Single Family","9,656 sqft","null","2","3","3","{""targetDiv"":""gpt-ad-754e9acd-d5a8-4e97-bd9c-a4566af97130"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""604 Iglesia Ct"",""bd"":""4"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""18310210"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""zguidh"":""3082627647074873915"",""sqftrange"":""2500-2999"",""price"":""536487"",""sqft"":""2507"",""posting_url"":"""",""mlong"":""-121.794911"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94509"",""mlat"":""37.995583"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""1970-1979"",""zestimate"":""536487"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
